# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          u        g        r        i        z
 346      8000  1.50 10.0  3.1    15.146   11.806    8.636    6.729    4.822 
 347      8000  2.00  1.0  3.1     1.538    1.229    0.876    0.686    0.491 
 347      8000  2.00  2.0  3.1     3.071    2.447    1.748    1.369    0.981 
 347      8000  2.00  3.0  3.1     4.598    3.653    2.619    2.049    1.468 
 347      8000  2.00  4.0  3.1     6.120    4.847    3.486    2.727    1.954 
 347      8000  2.00  5.0  3.1     7.638    6.030    4.351    3.401    2.437 
 347      8000  2.00  6.0  3.1     9.152    7.203    5.213    4.072    2.918 
 347      8000  2.00  7.0  3.1    10.662    8.366    6.072    4.741    3.396 
 347      8000  2.00  8.0  3.1    12.168    9.520    6.929    5.406    3.873 
 347      8000  2.00  9.0  3.1    13.671   10.665    7.783    6.069    4.347 
 347      8000  2.00 10.0  3.1    15.171   11.803    8.635    6.728    4.820 
 348      8000  2.50  1.0  3.1     1.544    1.228    0.875    0.686    0.492 
 348      8000  2.50  2.0  3.1     3.081    2.445    1.748    1.369    0.982 
 348      8000  2.50  3.0  3.1     4.613    3.650    2.618    2.049    1.469 
 348      8000  2.50  4.0  3.1     6.140    4.843    3.486    2.726    1.955 
 348      8000  2.50  5.0  3.1     7.662    6.026    4.350    3.400    2.438 
 348      8000  2.50  6.0  3.1     9.179    7.198    5.212    4.071    2.919 
 348      8000  2.50  7.0  3.1    10.692    8.360    6.072    4.740    3.398 
 348      8000  2.50  8.0  3.1    12.202    9.514    6.928    5.405    3.874 
 348      8000  2.50  9.0  3.1    13.708   10.658    7.783    6.067    4.349 
 348      8000  2.50 10.0  3.1    15.211   11.795    8.635    6.727    4.821 
 349      8000  3.00  1.0  3.1     1.549    1.227    0.876    0.686    0.492 
 349      8000  3.00  2.0  3.1     3.092    2.442    1.749    1.369    0.982 
 349      8000  3.00  3.0  3.1     4.629    3.646    2.619    2.049    1.470 
 349      8000  3.00  4.0  3.1     6.161    4.839    3.486    2.726    1.955 
 349      8000  3.00  5.0  3.1     7.687    6.020    4.351    3.400    2.439 
 349      8000  3.00  6.0  3.1     9.209    7.191    5.212    4.071    2.920 
 349      8000  3.00  7.0  3.1    10.727    8.353    6.072    4.739    3.399 
 349      8000  3.00  8.0  3.1    12.240    9.505    6.928    5.405    3.875 
 349      8000  3.00  9.0  3.1    13.750   10.650    7.783    6.067    4.350 
 349      8000  3.00 10.0  3.1    15.257   11.786    8.635    6.726    4.822 
 350      8000  3.50  1.0  3.1     1.555    1.226    0.875    0.685    0.492 
 350      8000  3.50  2.0  3.1     3.103    2.440    1.748    1.368    0.982 
 350      8000  3.50  3.0  3.1     4.646    3.642    2.618    2.048    1.470 
 350      8000  3.50  4.0  3.1     6.183    4.833    3.485    2.725    1.956 
 350      8000  3.50  5.0  3.1     7.714    6.014    4.349    3.399    2.440 
 350      8000  3.50  6.0  3.1     9.241    7.184    5.211    4.070    2.921 
 350      8000  3.50  7.0  3.1    10.763    8.344    6.070    4.738    3.400 
 350      8000  3.50  8.0  3.1    12.281    9.496    6.927    5.403    3.877 
 350      8000  3.50  9.0  3.1    13.795   10.639    7.781    6.065    4.352 
 350      8000  3.50 10.0  3.1    15.305   11.774    8.633    6.725    4.824 
 351      8000  4.00  1.0  3.1     1.560    1.224    0.875    0.685    0.493 
 351      8000  4.00  2.0  3.1     3.113    2.436    1.747    1.368    0.984 
 351      8000  4.00  3.0  3.1     4.661    3.636    2.617    2.048    1.472 
 351      8000  4.00  4.0  3.1     6.203    4.826    3.484    2.725    1.958 
 351      8000  4.00  5.0  3.1     7.739    6.004    4.348    3.399    2.442 
 351      8000  4.00  6.0  3.1     9.270    7.173    5.210    4.069    2.924 
 351      8000  4.00  7.0  3.1    10.797    8.332    6.069    4.737    3.403 
 351      8000  4.00  8.0  3.1    12.319    9.482    6.926    5.402    3.880 
 351      8000  4.00  9.0  3.1    13.837   10.624    7.780    6.065    4.355 
 351      8000  4.00 10.0  3.1    15.351   11.759    8.631    6.724    4.828 
 352      8000  4.50  1.0  3.1     1.564    1.223    0.876    0.685    0.493 
 352      8000  4.50  2.0  3.1     3.123    2.434    1.748    1.368    0.984 
 352      8000  4.50  3.0  3.1     4.675    3.633    2.617    2.047    1.473 
 352      8000  4.50  4.0  3.1     6.221    4.821    3.484    2.724    1.959 
 352      8000  4.50  5.0  3.1     7.762    5.999    4.348    3.398    2.444 
 352      8000  4.50  6.0  3.1     9.297    7.166    5.210    4.069    2.926 
 352      8000  4.50  7.0  3.1    10.828    8.324    6.069    4.737    3.405 
 352      8000  4.50  8.0  3.1    12.354    9.474    6.925    5.401    3.883 
 352      8000  4.50  9.0  3.1    13.876   10.615    7.779    6.063    4.358 
 352      8000  4.50 10.0  3.1    15.394   11.748    8.630    6.722    4.831 
 353      8000  5.00  1.0  3.1     1.568    1.221    0.875    0.685    0.494 
 353      8000  5.00  2.0  3.1     3.131    2.431    1.748    1.367    0.985 
 353      8000  5.00  3.0  3.1     4.687    3.629    2.617    2.047    1.474 
 353      8000  5.00  4.0  3.1     6.237    4.816    3.484    2.723    1.961 
 353      8000  5.00  5.0  3.1     7.782    5.993    4.347    3.397    2.446 
 353      8000  5.00  6.0  3.1     9.321    7.160    5.209    4.067    2.928 
 353      8000  5.00  7.0  3.1    10.856    8.317    6.067    4.735    3.408 
 353      8000  5.00  8.0  3.1    12.386    9.466    6.924    5.400    3.886 
 353      8000  5.00  9.0  3.1    13.912   10.606    7.777    6.062    4.361 
 353      8000  5.00 10.0  3.1    15.433   11.739    8.629    6.721    4.835 
 354      8250  1.00  1.0  3.1     1.540    1.228    0.876    0.686    0.493 
 354      8250  1.00  2.0  3.1     3.075    2.444    1.748    1.369    0.983 
 354      8250  1.00  3.0  3.1     4.605    3.648    2.618    2.049    1.472 
 354      8250  1.00  4.0  3.1     6.130    4.840    3.485    2.727    1.958 
 354      8250  1.00  5.0  3.1     7.650    6.022    4.349    3.401    2.442 
 354      8250  1.00  6.0  3.1     9.166    7.194    5.211    4.073    2.924 
 354      8250  1.00  7.0  3.1    10.679    8.355    6.070    4.741    3.404 
 354      8250  1.00  8.0  3.1    12.188    9.508    6.926    5.407    3.882 
 354      8250  1.00  9.0  3.1    13.694   10.652    7.780    6.069    4.357 
 354      8250  1.00 10.0  3.1    15.197   11.788    8.632    6.729    4.831 
 355      8250  1.50  1.0  3.1     1.537    1.231    0.875    0.686    0.492 
 355      8250  1.50  2.0  3.1     3.068    2.449    1.749    1.370    0.982 
 355      8250  1.50  3.0  3.1     4.593    3.656    2.619    2.050    1.470 
 355      8250  1.50  4.0  3.1     6.114    4.851    3.486    2.728    1.956 
 355      8250  1.50  5.0  3.1     7.631    6.035    4.351    3.402    2.439 
 355      8250  1.50  6.0  3.1     9.144    7.208    5.213    4.074    2.920 
 355      8250  1.50  7.0  3.1    10.653    8.372    6.073    4.742    3.400 
 355      8250  1.50  8.0  3.1    12.158    9.526    6.930    5.408    3.877 
 355      8250  1.50  9.0  3.1    13.661   10.672    7.784    6.071    4.352 
 355      8250  1.50 10.0  3.1    15.161   11.810    8.637    6.731    4.824 
 356      8250  2.00  1.0  3.1     1.540    1.231    0.876    0.686    0.492 
 356      8250  2.00  2.0  3.1     3.073    2.450    1.749    1.369    0.982 
 356      8250  2.00  3.0  3.1     4.600    3.657    2.619    2.050    1.469 
 356      8250  2.00  4.0  3.1     6.123    4.852    3.487    2.727    1.955 
 356      8250  2.00  5.0  3.1     7.641    6.036    4.352    3.402    2.438 
 356      8250  2.00  6.0  3.1     9.156    7.210    5.214    4.073    2.919 
 356      8250  2.00  7.0  3.1    10.666    8.374    6.073    4.742    3.398 
 356      8250  2.00  8.0  3.1    12.172    9.528    6.931    5.407    3.875 
 356      8250  2.00  9.0  3.1    13.676   10.674    7.785    6.070    4.349 
 356      8250  2.00 10.0  3.1    15.177   11.812    8.637    6.730    4.822 
 357      8250  2.50  1.0  3.1     1.544    1.230    0.876    0.686    0.492 
 357      8250  2.50  2.0  3.1     3.081    2.448    1.749    1.369    0.982 
 357      8250  2.50  3.0  3.1     4.613    3.654    2.620    2.050    1.469 
 357      8250  2.50  4.0  3.1     6.140    4.849    3.487    2.727    1.955 
 357      8250  2.50  5.0  3.1     7.662    6.033    4.352    3.401    2.438 
 357      8250  2.50  6.0  3.1     9.179    7.206    5.214    4.073    2.919 
 357      8250  2.50  7.0  3.1    10.692    8.369    6.074    4.741    3.398 
 357      8250  2.50  8.0  3.1    12.201    9.523    6.931    5.407    3.875 
 357      8250  2.50  9.0  3.1    13.707   10.669    7.786    6.070    4.349 
 357      8250  2.50 10.0  3.1    15.210   11.806    8.638    6.729    4.822 
 358      8250  3.00  1.0  3.1     1.549    1.229    0.876    0.686    0.492 
 358      8250  3.00  2.0  3.1     3.092    2.446    1.749    1.369    0.982 
 358      8250  3.00  3.0  3.1     4.629    3.651    2.620    2.049    1.470 
 358      8250  3.00  4.0  3.1     6.160    4.844    3.487    2.726    1.955 
 358      8250  3.00  5.0  3.1     7.686    6.027    4.352    3.401    2.439 
 358      8250  3.00  6.0  3.1     9.208    7.199    5.214    4.072    2.920 
 358      8250  3.00  7.0  3.1    10.725    8.362    6.074    4.740    3.399 
 358      8250  3.00  8.0  3.1    12.238    9.515    6.931    5.406    3.876 
 358      8250  3.00  9.0  3.1    13.748   10.660    7.786    6.069    4.350 
 358      8250  3.00 10.0  3.1    15.254   11.797    8.638    6.728    4.822 
 359      8250  3.50  1.0  3.1     1.555    1.228    0.876    0.686    0.492 
 359      8250  3.50  2.0  3.1     3.103    2.443    1.749    1.369    0.982 
 359      8250  3.50  3.0  3.1     4.645    3.647    2.619    2.049    1.470 
 359      8250  3.50  4.0  3.1     6.181    4.840    3.487    2.726    1.956 
 359      8250  3.50  5.0  3.1     7.712    6.021    4.351    3.400    2.440 
 359      8250  3.50  6.0  3.1     9.238    7.193    5.214    4.071    2.921 
 359      8250  3.50  7.0  3.1    10.760    8.354    6.073    4.740    3.400 
 359      8250  3.50  8.0  3.1    12.277    9.507    6.930    5.405    3.877 
 359      8250  3.50  9.0  3.1    13.791   10.651    7.785    6.068    4.352 
 359      8250  3.50 10.0  3.1    15.300   11.787    8.637    6.727    4.824 
 360      8250  4.00  1.0  3.1     1.560    1.226    0.875    0.686    0.492 
 360      8250  4.00  2.0  3.1     3.113    2.440    1.748    1.369    0.983 
 360      8250  4.00  3.0  3.1     4.660    3.642    2.618    2.049    1.471 
 360      8250  4.00  4.0  3.1     6.202    4.833    3.486    2.726    1.957 
 360      8250  4.00  5.0  3.1     7.737    6.013    4.351    3.400    2.441 
 360      8250  4.00  6.0  3.1     9.268    7.183    5.213    4.072    2.923 
 360      8250  4.00  7.0  3.1    10.794    8.343    6.072    4.740    3.402 
 360      8250  4.00  8.0  3.1    12.316    9.495    6.929    5.405    3.879 
 360      8250  4.00  9.0  3.1    13.833   10.638    7.783    6.067    4.354 
 360      8250  4.00 10.0  3.1    15.347   11.773    8.635    6.727    4.827 
 361      8250  4.50  1.0  3.1     1.564    1.224    0.876    0.686    0.493 
 361      8250  4.50  2.0  3.1     3.122    2.436    1.749    1.369    0.984 
 361      8250  4.50  3.0  3.1     4.674    3.636    2.619    2.049    1.473 
 361      8250  4.50  4.0  3.1     6.220    4.826    3.486    2.726    1.959 
 361      8250  4.50  5.0  3.1     7.760    6.005    4.351    3.400    2.444 
 361      8250  4.50  6.0  3.1     9.295    7.173    5.212    4.071    2.926 
 361      8250  4.50  7.0  3.1    10.826    8.332    6.072    4.739    3.405 
 361      8250  4.50  8.0  3.1    12.351    9.482    6.929    5.404    3.883 
 361      8250  4.50  9.0  3.1    13.873   10.624    7.783    6.067    4.358 
 361      8250  4.50 10.0  3.1    15.390   11.759    8.635    6.726    4.831 
 362      8250  5.00  1.0  3.1     1.569    1.223    0.875    0.686    0.494 
 362      8250  5.00  2.0  3.1     3.131    2.434    1.748    1.368    0.985 
 362      8250  5.00  3.0  3.1     4.687    3.633    2.618    2.048    1.474 
 362      8250  5.00  4.0  3.1     6.237    4.821    3.485    2.725    1.961 
 362      8250  5.00  5.0  3.1     7.782    5.999    4.349    3.399    2.446 
 362      8250  5.00  6.0  3.1     9.321    7.166    5.211    4.070    2.928 
 362      8250  5.00  7.0  3.1    10.855    8.324    6.070    4.738    3.409 
 362      8250  5.00  8.0  3.1    12.385    9.474    6.927    5.403    3.886 
 362      8250  5.00  9.0  3.1    13.910   10.615    7.781    6.065    4.362 
 362      8250  5.00 10.0  3.1    15.431   11.749    8.633    6.724    4.835 
 363      8500  1.50  1.0  3.1     1.539    1.231    0.876    0.687    0.493 
 363      8500  1.50  2.0  3.1     3.073    2.450    1.749    1.370    0.983 
 363      8500  1.50  3.0  3.1     4.601    3.656    2.619    2.051    1.471 
 363      8500  1.50  4.0  3.1     6.124    4.852    3.487    2.728    1.957 
 363      8500  1.50  5.0  3.1     7.643    6.036    4.351    3.403    2.441 
 363      8500  1.50  6.0  3.1     9.158    7.210    5.214    4.075    2.923 
 363      8500  1.50  7.0  3.1    10.669    8.373    6.073    4.743    3.402 
 363      8500  1.50  8.0  3.1    12.177    9.528    6.930    5.409    3.880 
 363      8500  1.50  9.0  3.1    13.681   10.674    7.785    6.072    4.355 
 363      8500  1.50 10.0  3.1    15.183   11.812    8.637    6.732    4.828 
 364      8500  2.00  1.0  3.1     1.541    1.231    0.876    0.686    0.492 
 364      8500  2.00  2.0  3.1     3.075    2.451    1.749    1.370    0.982 
 364      8500  2.00  3.0  3.1     4.604    3.659    2.620    2.050    1.470 
 364      8500  2.00  4.0  3.1     6.128    4.855    3.488    2.728    1.956 
 364      8500  2.00  5.0  3.1     7.647    6.039    4.353    3.403    2.439 
 364      8500  2.00  6.0  3.1     9.162    7.214    5.215    4.074    2.920 
 364      8500  2.00  7.0  3.1    10.673    8.378    6.075    4.743    3.400 
 364      8500  2.00  8.0  3.1    12.181    9.533    6.932    5.409    3.877 
 364      8500  2.00  9.0  3.1    13.685   10.679    7.787    6.072    4.351 
 364      8500  2.00 10.0  3.1    15.187   11.818    8.639    6.732    4.824 
 365      8500  2.50  1.0  3.1     1.544    1.231    0.876    0.686    0.492 
 365      8500  2.50  2.0  3.1     3.082    2.450    1.749    1.370    0.982 
 365      8500  2.50  3.0  3.1     4.614    3.657    2.620    2.050    1.470 
 365      8500  2.50  4.0  3.1     6.141    4.853    3.488    2.728    1.956 
 365      8500  2.50  5.0  3.1     7.663    6.037    4.353    3.402    2.439 
 365      8500  2.50  6.0  3.1     9.181    7.211    5.215    4.074    2.920 
 365      8500  2.50  7.0  3.1    10.695    8.375    6.075    4.743    3.399 
 365      8500  2.50  8.0  3.1    12.204    9.530    6.932    5.408    3.876 
 365      8500  2.50  9.0  3.1    13.711   10.676    7.787    6.071    4.351 
 365      8500  2.50 10.0  3.1    15.214   11.814    8.639    6.731    4.823 
 366      8500  3.00  1.0  3.1     1.549    1.230    0.877    0.686    0.492 
 366      8500  3.00  2.0  3.1     3.092    2.448    1.750    1.369    0.982 
 366      8500  3.00  3.0  3.1     4.628    3.655    2.620    2.049    1.470 
 366      8500  3.00  4.0  3.1     6.160    4.850    3.488    2.727    1.955 
 366      8500  3.00  5.0  3.1     7.686    6.033    4.353    3.401    2.439 
 366      8500  3.00  6.0  3.1     9.207    7.207    5.216    4.073    2.920 
 366      8500  3.00  7.0  3.1    10.724    8.370    6.075    4.742    3.399 
 366      8500  3.00  8.0  3.1    12.237    9.524    6.933    5.407    3.876 
 366      8500  3.00  9.0  3.1    13.747   10.670    7.787    6.070    4.350 
 366      8500  3.00 10.0  3.1    15.253   11.807    8.640    6.730    4.823 
 367      8500  3.50  1.0  3.1     1.555    1.229    0.876    0.687    0.492 
 367      8500  3.50  2.0  3.1     3.103    2.446    1.750    1.370    0.982 
 367      8500  3.50  3.0  3.1     4.644    3.651    2.620    2.050    1.470 
 367      8500  3.50  4.0  3.1     6.181    4.845    3.488    2.728    1.956 
 367      8500  3.50  5.0  3.1     7.711    6.027    4.353    3.402    2.440 
 367      8500  3.50  6.0  3.1     9.237    7.200    5.215    4.074    2.921 
 367      8500  3.50  7.0  3.1    10.759    8.362    6.075    4.742    3.400 
 367      8500  3.50  8.0  3.1    12.275    9.515    6.932    5.408    3.877 
 367      8500  3.50  9.0  3.1    13.789   10.660    7.787    6.070    4.352 
 367      8500  3.50 10.0  3.1    15.298   11.797    8.640    6.730    4.824 
 368      8500  4.00  1.0  3.1     1.560    1.227    0.876    0.686    0.492 
 368      8500  4.00  2.0  3.1     3.113    2.443    1.749    1.369    0.983 
 368      8500  4.00  3.0  3.1     4.660    3.646    2.619    2.049    1.471 
 368      8500  4.00  4.0  3.1     6.201    4.839    3.487    2.727    1.957 
 368      8500  4.00  5.0  3.1     7.736    6.020    4.352    3.401    2.441 
 368      8500  4.00  6.0  3.1     9.267    7.191    5.214    4.072    2.923 
 368      8500  4.00  7.0  3.1    10.792    8.353    6.074    4.741    3.402 
 368      8500  4.00  8.0  3.1    12.314    9.505    6.931    5.406    3.879 
 368      8500  4.00  9.0  3.1    13.831   10.649    7.786    6.069    4.354 
 368      8500  4.00 10.0  3.1    15.344   11.785    8.639    6.729    4.827 
 369      8500  4.50  1.0  3.1     1.565    1.226    0.876    0.686    0.493 
 369      8500  4.50  2.0  3.1     3.122    2.439    1.749    1.369    0.984 
 369      8500  4.50  3.0  3.1     4.674    3.641    2.619    2.049    1.473 
 369      8500  4.50  4.0  3.1     6.220    4.832    3.487    2.726    1.959 
 369      8500  4.50  5.0  3.1     7.760    6.012    4.352    3.401    2.444 
 369      8500  4.50  6.0  3.1     9.295    7.182    5.214    4.072    2.926 
 369      8500  4.50  7.0  3.1    10.825    8.342    6.074    4.740    3.405 
 369      8500  4.50  8.0  3.1    12.350    9.493    6.931    5.406    3.883 
 369      8500  4.50  9.0  3.1    13.871   10.636    7.786    6.068    4.358 
 369      8500  4.50 10.0  3.1    15.388   11.771    8.638    6.728    4.831 
 370      8500  5.00  1.0  3.1     1.568    1.223    0.875    0.686    0.493 
 370      8500  5.00  2.0  3.1     3.130    2.435    1.748    1.369    0.985 
 370      8500  5.00  3.0  3.1     4.686    3.635    2.619    2.049    1.474 
 370      8500  5.00  4.0  3.1     6.236    4.825    3.486    2.726    1.961 
 370      8500  5.00  5.0  3.1     7.780    6.003    4.351    3.400    2.446 
 370      8500  5.00  6.0  3.1     9.319    7.172    5.213    4.072    2.928 
 370      8500  5.00  7.0  3.1    10.853    8.330    6.073    4.740    3.408 
 370      8500  5.00  8.0  3.1    12.382    9.480    6.930    5.405    3.886 
 370      8500  5.00  9.0  3.1    13.907   10.622    7.784    6.068    4.362 
 370      8500  5.00 10.0  3.1    15.428   11.756    8.636    6.727    4.835 
 371      8750  1.50  1.0  3.1     1.542    1.231    0.875    0.687    0.493 
 371      8750  1.50  2.0  3.1     3.079    2.450    1.749    1.370    0.983 
 371      8750  1.50  3.0  3.1     4.611    3.657    2.619    2.051    1.472 
 371      8750  1.50  4.0  3.1     6.137    4.852    3.486    2.728    1.958 
 371      8750  1.50  5.0  3.1     7.659    6.036    4.351    3.403    2.442 
 371      8750  1.50  6.0  3.1     9.176    7.210    5.213    4.075    2.924 
 371      8750  1.50  7.0  3.1    10.689    8.374    6.073    4.743    3.404 
 371      8750  1.50  8.0  3.1    12.199    9.528    6.930    5.409    3.882 
 371      8750  1.50  9.0  3.1    13.706   10.674    7.784    6.072    4.357 
 371      8750  1.50 10.0  3.1    15.210   11.812    8.636    6.732    4.831 
 372      8750  2.00  1.0  3.1     1.542    1.232    0.876    0.687    0.493 
 372      8750  2.00  2.0  3.1     3.078    2.452    1.749    1.370    0.983 
 372      8750  2.00  3.0  3.1     4.609    3.660    2.620    2.051    1.471 
 372      8750  2.00  4.0  3.1     6.134    4.856    3.488    2.729    1.957 
 372      8750  2.00  5.0  3.1     7.655    6.042    4.353    3.403    2.440 
 372      8750  2.00  6.0  3.1     9.171    7.216    5.215    4.075    2.922 
 372      8750  2.00  7.0  3.1    10.684    8.381    6.075    4.744    3.401 
 372      8750  2.00  8.0  3.1    12.193    9.536    6.932    5.410    3.879 
 372      8750  2.00  9.0  3.1    13.698   10.683    7.787    6.073    4.354 
 372      8750  2.00 10.0  3.1    15.201   11.822    8.639    6.733    4.827 
 373      8750  2.50  1.0  3.1     1.545    1.232    0.877    0.687    0.492 
 373      8750  2.50  2.0  3.1     3.084    2.452    1.750    1.370    0.982 
 373      8750  2.50  3.0  3.1     4.617    3.660    2.621    2.051    1.470 
 373      8750  2.50  4.0  3.1     6.145    4.856    3.489    2.729    1.956 
 373      8750  2.50  5.0  3.1     7.667    6.042    4.354    3.403    2.439 
 373      8750  2.50  6.0  3.1     9.186    7.216    5.216    4.075    2.921 
 373      8750  2.50  7.0  3.1    10.700    8.381    6.076    4.744    3.400 
 373      8750  2.50  8.0  3.1    12.210    9.536    6.934    5.410    3.877 
 373      8750  2.50  9.0  3.1    13.717   10.683    7.788    6.073    4.352 
 373      8750  2.50 10.0  3.1    15.221   11.821    8.641    6.733    4.825 
 374      8750  3.00  1.0  3.1     1.549    1.231    0.876    0.686    0.492 
 374      8750  3.00  2.0  3.1     3.092    2.450    1.750    1.370    0.982 
 374      8750  3.00  3.0  3.1     4.630    3.657    2.620    2.050    1.470 
 374      8750  3.00  4.0  3.1     6.161    4.853    3.488    2.728    1.956 
 374      8750  3.00  5.0  3.1     7.688    6.037    4.354    3.403    2.439 
 374      8750  3.00  6.0  3.1     9.209    7.211    5.216    4.074    2.921 
 374      8750  3.00  7.0  3.1    10.727    8.376    6.076    4.743    3.400 
 374      8750  3.00  8.0  3.1    12.240    9.530    6.934    5.409    3.877 
 374      8750  3.00  9.0  3.1    13.749   10.676    7.788    6.072    4.352 
 374      8750  3.00 10.0  3.1    15.255   11.815    8.641    6.732    4.824 
 375      8750  3.50  1.0  3.1     1.554    1.230    0.877    0.686    0.493 
 375      8750  3.50  2.0  3.1     3.102    2.448    1.750    1.370    0.983 
 375      8750  3.50  3.0  3.1     4.644    3.654    2.621    2.050    1.471 
 375      8750  3.50  4.0  3.1     6.180    4.848    3.489    2.728    1.957 
 375      8750  3.50  5.0  3.1     7.711    6.032    4.354    3.403    2.440 
 375      8750  3.50  6.0  3.1     9.237    7.205    5.217    4.074    2.922 
 375      8750  3.50  7.0  3.1    10.758    8.368    6.077    4.743    3.401 
 375      8750  3.50  8.0  3.1    12.275    9.522    6.934    5.409    3.878 
 375      8750  3.50  9.0  3.1    13.788   10.668    7.789    6.072    4.353 
 375      8750  3.50 10.0  3.1    15.298   11.805    8.642    6.732    4.825 
 376      8750  4.00  1.0  3.1     1.560    1.228    0.876    0.686    0.493 
 376      8750  4.00  2.0  3.1     3.113    2.445    1.750    1.370    0.983 
 376      8750  4.00  3.0  3.1     4.660    3.649    2.620    2.050    1.471 
 376      8750  4.00  4.0  3.1     6.201    4.843    3.488    2.728    1.958 
 376      8750  4.00  5.0  3.1     7.736    6.025    4.354    3.402    2.441 
 376      8750  4.00  6.0  3.1     9.267    7.197    5.216    4.074    2.923 
 376      8750  4.00  7.0  3.1    10.792    8.360    6.076    4.743    3.403 
 376      8750  4.00  8.0  3.1    12.313    9.513    6.934    5.408    3.880 
 376      8750  4.00  9.0  3.1    13.830   10.657    7.788    6.071    4.355 
 376      8750  4.00 10.0  3.1    15.343   11.794    8.641    6.731    4.827 
 377      8750  4.50  1.0  3.1     1.564    1.227    0.876    0.686    0.493 
 377      8750  4.50  2.0  3.1     3.122    2.442    1.750    1.369    0.984 
 377      8750  4.50  3.0  3.1     4.674    3.645    2.621    2.049    1.473 
 377      8750  4.50  4.0  3.1     6.219    4.837    3.489    2.727    1.959 
 377      8750  4.50  5.0  3.1     7.759    6.018    4.354    3.401    2.444 
 377      8750  4.50  6.0  3.1     9.294    7.189    5.216    4.073    2.926 
 377      8750  4.50  7.0  3.1    10.824    8.350    6.076    4.741    3.405 
 377      8750  4.50  8.0  3.1    12.349    9.502    6.934    5.407    3.883 
 377      8750  4.50  9.0  3.1    13.870   10.646    7.789    6.070    4.358 
 377      8750  4.50 10.0  3.1    15.387   11.782    8.641    6.729    4.831 
 378      8750  5.00  1.0  3.1     1.568    1.225    0.876    0.686    0.493 
 378      8750  5.00  2.0  3.1     3.130    2.438    1.749    1.370    0.985 
 378      8750  5.00  3.0  3.1     4.686    3.640    2.620    2.050    1.474 
 378      8750  5.00  4.0  3.1     6.236    4.830    3.488    2.727    1.961 
 378      8750  5.00  5.0  3.1     7.780    6.009    4.353    3.402    2.445 
 378      8750  5.00  6.0  3.1     9.319    7.179    5.215    4.073    2.928 
 378      8750  5.00  7.0  3.1    10.853    8.339    6.075    4.741    3.408 
 378      8750  5.00  8.0  3.1    12.382    9.489    6.933    5.407    3.886 
 378      8750  5.00  9.0  3.1    13.907   10.632    7.788    6.070    4.361 
 378      8750  5.00 10.0  3.1    15.427   11.767    8.640    6.729    4.835 
 379      9000  1.50  1.0  3.1     1.546    1.231    0.876    0.687    0.493 
 379      9000  1.50  2.0  3.1     3.086    2.450    1.749    1.370    0.983 
 379      9000  1.50  3.0  3.1     4.621    3.657    2.619    2.051    1.472 
 379      9000  1.50  4.0  3.1     6.151    4.853    3.486    2.728    1.959 
 379      9000  1.50  5.0  3.1     7.675    6.037    4.351    3.403    2.443 
 379      9000  1.50  6.0  3.1     9.196    7.211    5.213    4.075    2.926 
 379      9000  1.50  7.0  3.1    10.712    8.375    6.073    4.744    3.406 
 379      9000  1.50  8.0  3.1    12.225    9.529    6.930    5.410    3.884 
 379      9000  1.50  9.0  3.1    13.734   10.675    7.784    6.073    4.360 
 379      9000  1.50 10.0  3.1    15.240   11.813    8.636    6.733    4.833 
 380      9000  2.00  1.0  3.1     1.545    1.233    0.876    0.687    0.493 
 380      9000  2.00  2.0  3.1     3.083    2.453    1.750    1.370    0.983 
 380      9000  2.00  3.0  3.1     4.615    3.661    2.620    2.051    1.471 
 380      9000  2.00  4.0  3.1     6.142    4.858    3.488    2.729    1.957 
 380      9000  2.00  5.0  3.1     7.665    6.044    4.353    3.404    2.441 
 380      9000  2.00  6.0  3.1     9.183    7.219    5.216    4.076    2.923 
 380      9000  2.00  7.0  3.1    10.697    8.384    6.076    4.744    3.403 
 380      9000  2.00  8.0  3.1    12.208    9.539    6.933    5.410    3.880 
 380      9000  2.00  9.0  3.1    13.715   10.686    7.788    6.073    4.356 
 380      9000  2.00 10.0  3.1    15.218   11.825    8.640    6.734    4.829 
 381      9000  2.50  1.0  3.1     1.546    1.232    0.876    0.686    0.492 
 381      9000  2.50  2.0  3.1     3.086    2.453    1.750    1.370    0.983 
 381      9000  2.50  3.0  3.1     4.620    3.661    2.621    2.051    1.471 
 381      9000  2.50  4.0  3.1     6.149    4.858    3.489    2.728    1.957 
 381      9000  2.50  5.0  3.1     7.673    6.044    4.354    3.403    2.440 
 381      9000  2.50  6.0  3.1     9.192    7.219    5.216    4.075    2.922 
 381      9000  2.50  7.0  3.1    10.707    8.384    6.076    4.744    3.401 
 381      9000  2.50  8.0  3.1    12.218    9.540    6.934    5.410    3.879 
 381      9000  2.50  9.0  3.1    13.726   10.687    7.789    6.073    4.354 
 381      9000  2.50 10.0  3.1    15.230   11.826    8.641    6.733    4.826 
 382      9000  3.00  1.0  3.1     1.550    1.232    0.876    0.687    0.492 
 382      9000  3.00  2.0  3.1     3.094    2.452    1.750    1.370    0.982 
 382      9000  3.00  3.0  3.1     4.632    3.660    2.621    2.051    1.470 
 382      9000  3.00  4.0  3.1     6.164    4.856    3.489    2.729    1.956 
 382      9000  3.00  5.0  3.1     7.691    6.041    4.354    3.404    2.440 
 382      9000  3.00  6.0  3.1     9.213    7.216    5.217    4.075    2.921 
