# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          u        g        r        i        z
 382      9000  3.00  7.0  3.1    10.731    8.381    6.077    4.744    3.401 
 382      9000  3.00  8.0  3.1    12.244    9.536    6.934    5.410    3.878 
 382      9000  3.00  9.0  3.1    13.754   10.683    7.789    6.073    4.353 
 382      9000  3.00 10.0  3.1    15.261   11.821    8.642    6.733    4.825 
 383      9000  3.50  1.0  3.1     1.555    1.231    0.876    0.686    0.492 
 383      9000  3.50  2.0  3.1     3.103    2.450    1.750    1.370    0.983 
 383      9000  3.50  3.0  3.1     4.645    3.657    2.621    2.051    1.471 
 383      9000  3.50  4.0  3.1     6.182    4.853    3.489    2.728    1.957 
 383      9000  3.50  5.0  3.1     7.713    6.037    4.354    3.403    2.440 
 383      9000  3.50  6.0  3.1     9.239    7.211    5.217    4.075    2.922 
 383      9000  3.50  7.0  3.1    10.760    8.375    6.077    4.744    3.401 
 383      9000  3.50  8.0  3.1    12.277    9.529    6.935    5.410    3.878 
 383      9000  3.50  9.0  3.1    13.791   10.675    7.790    6.073    4.353 
 383      9000  3.50 10.0  3.1    15.300   11.813    8.642    6.733    4.826 
 384      9000  4.00  1.0  3.1     1.560    1.229    0.876    0.687    0.493 
 384      9000  4.00  2.0  3.1     3.113    2.447    1.750    1.370    0.983 
 384      9000  4.00  3.0  3.1     4.660    3.653    2.621    2.051    1.472 
 384      9000  4.00  4.0  3.1     6.201    4.847    3.489    2.729    1.958 
 384      9000  4.00  5.0  3.1     7.737    6.030    4.354    3.403    2.442 
 384      9000  4.00  6.0  3.1     9.267    7.203    5.217    4.075    2.923 
 384      9000  4.00  7.0  3.1    10.793    8.366    6.077    4.744    3.403 
 384      9000  4.00  8.0  3.1    12.314    9.520    6.935    5.410    3.880 
 384      9000  4.00  9.0  3.1    13.831   10.665    7.790    6.073    4.355 
 384      9000  4.00 10.0  3.1    15.344   11.802    8.643    6.733    4.828 
 385      9000  4.50  1.0  3.1     1.564    1.228    0.877    0.686    0.493 
 385      9000  4.50  2.0  3.1     3.122    2.444    1.751    1.369    0.984 
 385      9000  4.50  3.0  3.1     4.674    3.649    2.622    2.050    1.473 
 385      9000  4.50  4.0  3.1     6.220    4.842    3.490    2.727    1.960 
 385      9000  4.50  5.0  3.1     7.760    6.024    4.355    3.402    2.444 
 385      9000  4.50  6.0  3.1     9.295    7.195    5.218    4.074    2.926 
 385      9000  4.50  7.0  3.1    10.824    8.357    6.078    4.742    3.406 
 385      9000  4.50  8.0  3.1    12.350    9.510    6.936    5.408    3.883 
 385      9000  4.50  9.0  3.1    13.870   10.655    7.791    6.071    4.359 
 385      9000  4.50 10.0  3.1    15.387   11.791    8.644    6.731    4.832 
 386      9000  5.00  1.0  3.1     1.569    1.227    0.876    0.686    0.494 
 386      9000  5.00  2.0  3.1     3.131    2.441    1.750    1.369    0.985 
 386      9000  5.00  3.0  3.1     4.687    3.644    2.621    2.050    1.474 
 386      9000  5.00  4.0  3.1     6.237    4.835    3.489    2.727    1.961 
 386      9000  5.00  5.0  3.1     7.781    6.016    4.355    3.402    2.446 
 386      9000  5.00  6.0  3.1     9.320    7.186    5.218    4.073    2.929 
 386      9000  5.00  7.0  3.1    10.854    8.347    6.078    4.742    3.409 
 386      9000  5.00  8.0  3.1    12.383    9.498    6.935    5.408    3.887 
 386      9000  5.00  9.0  3.1    13.908   10.642    7.791    6.070    4.362 
 386      9000  5.00 10.0  3.1    15.428   11.777    8.643    6.730    4.835 
 387      9250  2.00  1.0  3.1     1.547    1.233    0.876    0.687    0.493 
 387      9250  2.00  2.0  3.1     3.087    2.454    1.750    1.370    0.983 
 387      9250  2.00  3.0  3.1     4.622    3.662    2.620    2.051    1.472 
 387      9250  2.00  4.0  3.1     6.151    4.859    3.488    2.729    1.958 
 387      9250  2.00  5.0  3.1     7.676    6.045    4.353    3.404    2.442 
 387      9250  2.00  6.0  3.1     9.196    7.220    5.216    4.076    2.924 
 387      9250  2.00  7.0  3.1    10.712    8.385    6.076    4.745    3.404 
 387      9250  2.00  8.0  3.1    12.224    9.541    6.933    5.411    3.882 
 387      9250  2.00  9.0  3.1    13.733   10.688    7.788    6.074    4.358 
 387      9250  2.00 10.0  3.1    15.238   11.827    8.640    6.734    4.831 
 388      9250  2.50  1.0  3.1     1.547    1.233    0.877    0.687    0.492 
 388      9250  2.50  2.0  3.1     3.089    2.454    1.750    1.371    0.983 
 388      9250  2.50  3.0  3.1     4.624    3.663    2.621    2.051    1.471 
 388      9250  2.50  4.0  3.1     6.154    4.861    3.489    2.729    1.957 
 388      9250  2.50  5.0  3.1     7.679    6.047    4.355    3.404    2.441 
 388      9250  2.50  6.0  3.1     9.200    7.222    5.217    4.076    2.923 
 388      9250  2.50  7.0  3.1    10.716    8.388    6.077    4.745    3.402 
 388      9250  2.50  8.0  3.1    12.228    9.543    6.935    5.411    3.880 
 388      9250  2.50  9.0  3.1    13.737   10.691    7.790    6.074    4.355 
 388      9250  2.50 10.0  3.1    15.243   11.830    8.642    6.735    4.828 
 389      9250  3.00  1.0  3.1     1.551    1.233    0.876    0.686    0.492 
 389      9250  3.00  2.0  3.1     3.095    2.453    1.750    1.370    0.982 
 389      9250  3.00  3.0  3.1     4.634    3.662    2.621    2.051    1.470 
 389      9250  3.00  4.0  3.1     6.167    4.859    3.489    2.729    1.956 
 389      9250  3.00  5.0  3.1     7.694    6.045    4.355    3.404    2.440 
 389      9250  3.00  6.0  3.1     9.217    7.220    5.217    4.076    2.922 
 389      9250  3.00  7.0  3.1    10.736    8.385    6.078    4.745    3.401 
 389      9250  3.00  8.0  3.1    12.250    9.541    6.935    5.411    3.879 
 389      9250  3.00  9.0  3.1    13.760   10.688    7.790    6.074    4.354 
 389      9250  3.00 10.0  3.1    15.268   11.827    8.643    6.734    4.827 
 390      9250  3.50  1.0  3.1     1.555    1.232    0.877    0.687    0.493 
 390      9250  3.50  2.0  3.1     3.104    2.452    1.751    1.370    0.983 
 390      9250  3.50  3.0  3.1     4.646    3.660    2.621    2.051    1.471 
 390      9250  3.50  4.0  3.1     6.183    4.856    3.490    2.729    1.958 
 390      9250  3.50  5.0  3.1     7.715    6.041    4.355    3.404    2.441 
 390      9250  3.50  6.0  3.1     9.241    7.215    5.218    4.076    2.923 
 390      9250  3.50  7.0  3.1    10.763    8.380    6.078    4.745    3.402 
 390      9250  3.50  8.0  3.1    12.280    9.535    6.936    5.411    3.880 
 390      9250  3.50  9.0  3.1    13.794   10.681    7.791    6.074    4.355 
 390      9250  3.50 10.0  3.1    15.303   11.820    8.644    6.734    4.827 
 391      9250  4.00  1.0  3.1     1.560    1.230    0.877    0.686    0.493 
 391      9250  4.00  2.0  3.1     3.113    2.449    1.750    1.370    0.983 
 391      9250  4.00  3.0  3.1     4.661    3.655    2.622    2.050    1.472 
 391      9250  4.00  4.0  3.1     6.202    4.851    3.490    2.728    1.958 
 391      9250  4.00  5.0  3.1     7.738    6.035    4.355    3.403    2.442 
 391      9250  4.00  6.0  3.1     9.268    7.208    5.218    4.075    2.924 
 391      9250  4.00  7.0  3.1    10.794    8.372    6.079    4.744    3.403 
 391      9250  4.00  8.0  3.1    12.315    9.526    6.936    5.410    3.881 
 391      9250  4.00  9.0  3.1    13.832   10.672    7.791    6.073    4.356 
 391      9250  4.00 10.0  3.1    15.345   11.810    8.644    6.733    4.829 
 392      9250  4.50  1.0  3.1     1.564    1.229    0.877    0.686    0.493 
 392      9250  4.50  2.0  3.1     3.123    2.446    1.751    1.370    0.984 
 392      9250  4.50  3.0  3.1     4.674    3.652    2.622    2.050    1.473 
 392      9250  4.50  4.0  3.1     6.220    4.845    3.490    2.728    1.960 
 392      9250  4.50  5.0  3.1     7.761    6.028    4.356    3.403    2.444 
 392      9250  4.50  6.0  3.1     9.295    7.201    5.219    4.075    2.926 
 392      9250  4.50  7.0  3.1    10.825    8.363    6.079    4.744    3.406 
 392      9250  4.50  8.0  3.1    12.351    9.517    6.937    5.410    3.883 
 392      9250  4.50  9.0  3.1    13.871   10.662    7.792    6.073    4.359 
 392      9250  4.50 10.0  3.1    15.388   11.799    8.645    6.733    4.832 
 393      9250  5.00  1.0  3.1     1.569    1.228    0.877    0.686    0.494 
 393      9250  5.00  2.0  3.1     3.132    2.443    1.751    1.369    0.985 
 393      9250  5.00  3.0  3.1     4.688    3.647    2.622    2.050    1.474 
 393      9250  5.00  4.0  3.1     6.238    4.839    3.490    2.728    1.961 
 393      9250  5.00  5.0  3.1     7.782    6.020    4.356    3.402    2.446 
 393      9250  5.00  6.0  3.1     9.321    7.192    5.219    4.074    2.928 
 393      9250  5.00  7.0  3.1    10.855    8.353    6.080    4.743    3.408 
 393      9250  5.00  8.0  3.1    12.384    9.505    6.937    5.409    3.886 
 393      9250  5.00  9.0  3.1    13.909   10.649    7.793    6.072    4.362 
 393      9250  5.00 10.0  3.1    15.429   11.785    8.646    6.732    4.835 
 394      9500  2.00  1.0  3.1     1.549    1.233    0.877    0.686    0.493 
 394      9500  2.00  2.0  3.1     3.092    2.453    1.750    1.370    0.984 
 394      9500  2.00  3.0  3.1     4.629    3.662    2.621    2.051    1.472 
 394      9500  2.00  4.0  3.1     6.161    4.860    3.489    2.729    1.959 
 394      9500  2.00  5.0  3.1     7.688    6.046    4.354    3.404    2.443 
 394      9500  2.00  6.0  3.1     9.210    7.221    5.216    4.076    2.926 
 394      9500  2.00  7.0  3.1    10.728    8.386    6.076    4.745    3.406 
 394      9500  2.00  8.0  3.1    12.242    9.542    6.933    5.411    3.884 
 394      9500  2.00  9.0  3.1    13.752   10.689    7.788    6.074    4.360 
 394      9500  2.00 10.0  3.1    15.260   11.828    8.641    6.735    4.833 
 395      9500  2.50  1.0  3.1     1.549    1.233    0.877    0.686    0.493 
 395      9500  2.50  2.0  3.1     3.092    2.455    1.750    1.370    0.983 
 395      9500  2.50  3.0  3.1     4.629    3.664    2.621    2.051    1.472 
 395      9500  2.50  4.0  3.1     6.161    4.862    3.489    2.729    1.958 
 395      9500  2.50  5.0  3.1     7.687    6.048    4.355    3.404    2.442 
 395      9500  2.50  6.0  3.1     9.209    7.224    5.217    4.076    2.924 
 395      9500  2.50  7.0  3.1    10.727    8.389    6.077    4.745    3.404 
 395      9500  2.50  8.0  3.1    12.240    9.546    6.935    5.411    3.882 
 395      9500  2.50  9.0  3.1    13.750   10.693    7.790    6.075    4.357 
 395      9500  2.50 10.0  3.1    15.257   11.832    8.643    6.735    4.830 
 396      9500  3.00  1.0  3.1     1.552    1.233    0.877    0.687    0.492 
 396      9500  3.00  2.0  3.1     3.097    2.454    1.751    1.371    0.983 
 396      9500  3.00  3.0  3.1     4.637    3.664    2.622    2.052    1.471 
 396      9500  3.00  4.0  3.1     6.170    4.861    3.490    2.730    1.957 
 396      9500  3.00  5.0  3.1     7.699    6.047    4.355    3.405    2.441 
 396      9500  3.00  6.0  3.1     9.223    7.223    5.218    4.077    2.923 
 396      9500  3.00  7.0  3.1    10.742    8.388    6.078    4.746    3.403 
 396      9500  3.00  8.0  3.1    12.257    9.544    6.936    5.412    3.880 
 396      9500  3.00  9.0  3.1    13.768   10.692    7.791    6.075    4.355 
 396      9500  3.00 10.0  3.1    15.276   11.831    8.644    6.735    4.828 
 397      9500  3.50  1.0  3.1     1.556    1.233    0.876    0.687    0.493 
 397      9500  3.50  2.0  3.1     3.105    2.453    1.750    1.370    0.983 
 397      9500  3.50  3.0  3.1     4.648    3.661    2.621    2.051    1.471 
 397      9500  3.50  4.0  3.1     6.186    4.858    3.490    2.729    1.958 
 397      9500  3.50  5.0  3.1     7.717    6.044    4.355    3.404    2.442 
 397      9500  3.50  6.0  3.1     9.244    7.219    5.218    4.076    2.923 
 397      9500  3.50  7.0  3.1    10.767    8.384    6.078    4.745    3.403 
 397      9500  3.50  8.0  3.1    12.284    9.540    6.936    5.411    3.880 
 397      9500  3.50  9.0  3.1    13.798   10.686    7.791    6.075    4.355 
 397      9500  3.50 10.0  3.1    15.308   11.825    8.644    6.735    4.828 
 398      9500  4.00  1.0  3.1     1.560    1.231    0.877    0.686    0.493 
 398      9500  4.00  2.0  3.1     3.114    2.451    1.751    1.370    0.983 
 398      9500  4.00  3.0  3.1     4.662    3.658    2.622    2.051    1.472 
 398      9500  4.00  4.0  3.1     6.203    4.854    3.490    2.729    1.958 
 398      9500  4.00  5.0  3.1     7.739    6.039    4.356    3.404    2.442 
 398      9500  4.00  6.0  3.1     9.270    7.213    5.219    4.076    2.924 
 398      9500  4.00  7.0  3.1    10.796    8.377    6.079    4.745    3.404 
 398      9500  4.00  8.0  3.1    12.318    9.532    6.937    5.411    3.881 
 398      9500  4.00  9.0  3.1    13.835   10.678    7.792    6.074    4.356 
 398      9500  4.00 10.0  3.1    15.348   11.816    8.645    6.734    4.829 
 399      9500  4.50  1.0  3.1     1.565    1.230    0.877    0.686    0.494 
 399      9500  4.50  2.0  3.1     3.123    2.448    1.751    1.370    0.985 
 399      9500  4.50  3.0  3.1     4.675    3.654    2.622    2.051    1.473 
 399      9500  4.50  4.0  3.1     6.222    4.849    3.491    2.729    1.960 
 399      9500  4.50  5.0  3.1     7.762    6.032    4.356    3.404    2.444 
 399      9500  4.50  6.0  3.1     9.297    7.205    5.219    4.076    2.927 
 399      9500  4.50  7.0  3.1    10.827    8.368    6.080    4.745    3.406 
 399      9500  4.50  8.0  3.1    12.352    9.522    6.938    5.411    3.884 
 399      9500  4.50  9.0  3.1    13.873   10.668    7.793    6.074    4.359 
 399      9500  4.50 10.0  3.1    15.390   11.805    8.646    6.734    4.832 
 400      9500  5.00  1.0  3.1     1.569    1.228    0.877    0.686    0.493 
 400      9500  5.00  2.0  3.1     3.131    2.444    1.751    1.370    0.985 
 400      9500  5.00  3.0  3.1     4.688    3.648    2.622    2.051    1.474 
 400      9500  5.00  4.0  3.1     6.238    4.841    3.491    2.728    1.961 
 400      9500  5.00  5.0  3.1     7.782    6.024    4.356    3.403    2.446 
 400      9500  5.00  6.0  3.1     9.322    7.196    5.220    4.075    2.928 
 400      9500  5.00  7.0  3.1    10.856    8.358    6.080    4.744    3.408 
 400      9500  5.00  8.0  3.1    12.385    9.510    6.938    5.410    3.886 
 400      9500  5.00  9.0  3.1    13.910   10.655    7.794    6.073    4.362 
 400      9500  5.00 10.0  3.1    15.430   11.791    8.647    6.733    4.835 
 401      9750  2.00  1.0  3.1     1.552    1.234    0.876    0.687    0.493 
 401      9750  2.00  2.0  3.1     3.098    2.455    1.750    1.371    0.985 
 401      9750  2.00  3.0  3.1     4.637    3.664    2.620    2.051    1.473 
 401      9750  2.00  4.0  3.1     6.171    4.861    3.488    2.729    1.960 
 401      9750  2.00  5.0  3.1     7.700    6.047    4.353    3.404    2.445 
 401      9750  2.00  6.0  3.1     9.225    7.223    5.216    4.076    2.927 
 401      9750  2.00  7.0  3.1    10.745    8.388    6.076    4.746    3.408 
 401      9750  2.00  8.0  3.1    12.261    9.544    6.933    5.412    3.886 
 401      9750  2.00  9.0  3.1    13.773   10.691    7.788    6.075    4.362 
 401      9750  2.00 10.0  3.1    15.282   11.831    8.640    6.735    4.836 
 402      9750  2.50  1.0  3.1     1.551    1.234    0.877    0.687    0.493 
 402      9750  2.50  2.0  3.1     3.096    2.456    1.750    1.370    0.983 
 402      9750  2.50  3.0  3.1     4.635    3.665    2.621    2.051    1.472 
 402      9750  2.50  4.0  3.1     6.168    4.863    3.489    2.729    1.959 
 402      9750  2.50  5.0  3.1     7.697    6.050    4.355    3.405    2.443 
 402      9750  2.50  6.0  3.1     9.220    7.226    5.217    4.077    2.925 
 402      9750  2.50  7.0  3.1    10.739    8.392    6.078    4.746    3.405 
 402      9750  2.50  8.0  3.1    12.254    9.548    6.935    5.412    3.883 
 402      9750  2.50  9.0  3.1    13.766   10.696    7.790    6.075    4.359 
 402      9750  2.50 10.0  3.1    15.274   11.835    8.643    6.736    4.832 
 403      9750  3.00  1.0  3.1     1.553    1.233    0.876    0.687    0.493 
 403      9750  3.00  2.0  3.1     3.100    2.455    1.750    1.371    0.983 
 403      9750  3.00  3.0  3.1     4.640    3.664    2.621    2.052    1.472 
 403      9750  3.00  4.0  3.1     6.175    4.862    3.489    2.730    1.958 
 403      9750  3.00  5.0  3.1     7.705    6.049    4.355    3.405    2.442 
 403      9750  3.00  6.0  3.1     9.230    7.225    5.218    4.077    2.924 
 403      9750  3.00  7.0  3.1    10.750    8.391    6.078    4.746    3.404 
 403      9750  3.00  8.0  3.1    12.266    9.547    6.936    5.413    3.882 
 403      9750  3.00  9.0  3.1    13.778   10.695    7.791    6.076    4.357 
 403      9750  3.00 10.0  3.1    15.287   11.834    8.644    6.736    4.830 
 404      9750  3.50  1.0  3.1     1.556    1.233    0.877    0.686    0.492 
 404      9750  3.50  2.0  3.1     3.106    2.454    1.751    1.370    0.983 
 404      9750  3.50  3.0  3.1     4.650    3.663    2.622    2.051    1.471 
 404      9750  3.50  4.0  3.1     6.188    4.861    3.491    2.729    1.958 
 404      9750  3.50  5.0  3.1     7.721    6.047    4.356    3.404    2.442 
 404      9750  3.50  6.0  3.1     9.248    7.222    5.219    4.076    2.924 
