# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          V        u        v        b        y     Hb_w     Hb_n
 265      6000  0.00 10.0  3.1     9.742   15.963   13.935   12.373   10.021   11.742   11.834 
 266      6000  0.50  1.0  3.1     1.002    1.611    1.396    1.240    1.005    1.176    1.184 
 266      6000  0.50  2.0  3.1     1.998    3.220    2.791    2.480    2.009    2.351    2.367 
 266      6000  0.50  3.0  3.1     2.987    4.825    4.186    3.719    3.012    3.526    3.550 
 266      6000  0.50  4.0  3.1     3.971    6.427    5.580    4.957    4.015    4.701    4.734 
 266      6000  0.50  5.0  3.1     4.948    8.027    6.974    6.195    5.018    5.875    5.917 
 266      6000  0.50  6.0  3.1     5.918    9.623    8.368    7.432    6.019    7.049    7.101 
 266      6000  0.50  7.0  3.1     6.883   11.216    9.761    8.668    7.021    8.223    8.284 
 266      6000  0.50  8.0  3.1     7.841   12.806   11.153    9.904    8.021    9.397    9.467 
 266      6000  0.50  9.0  3.1     8.793   14.394   12.545   11.139    9.021   10.570   10.651 
 266      6000  0.50 10.0  3.1     9.740   15.978   13.937   12.373   10.021   11.743   11.834 
 267      6000  1.00  1.0  3.1     1.002    1.613    1.396    1.241    1.005    1.176    1.184 
 267      6000  1.00  2.0  3.1     1.998    3.222    2.792    2.480    2.009    2.351    2.367 
 267      6000  1.00  3.0  3.1     2.987    4.829    4.187    3.719    3.012    3.526    3.551 
 267      6000  1.00  4.0  3.1     3.970    6.433    5.581    4.958    4.015    4.700    4.734 
 267      6000  1.00  5.0  3.1     4.947    8.033    6.975    6.195    5.017    5.875    5.917 
 267      6000  1.00  6.0  3.1     5.917    9.631    8.369    7.432    6.019    7.049    7.101 
 267      6000  1.00  7.0  3.1     6.882   11.226    9.762    8.669    7.020    8.223    8.284 
 267      6000  1.00  8.0  3.1     7.840   12.818   11.155    9.904    8.021    9.396    9.467 
 267      6000  1.00  9.0  3.1     8.792   14.407   12.547   11.139    9.021   10.570   10.651 
 267      6000  1.00 10.0  3.1     9.738   15.993   13.939   12.374   10.021   11.742   11.834 
 268      6000  1.50  1.0  3.1     1.002    1.614    1.396    1.240    1.005    1.175    1.184 
 268      6000  1.50  2.0  3.1     1.997    3.225    2.792    2.480    2.009    2.350    2.367 
 268      6000  1.50  3.0  3.1     2.986    4.833    4.187    3.719    3.012    3.525    3.551 
 268      6000  1.50  4.0  3.1     3.969    6.438    5.582    4.957    4.015    4.700    4.734 
 268      6000  1.50  5.0  3.1     4.946    8.040    6.977    6.195    5.017    5.874    5.918 
 268      6000  1.50  6.0  3.1     5.916    9.639    8.370    7.432    6.019    7.048    7.101 
 268      6000  1.50  7.0  3.1     6.880   11.235    9.764    8.669    7.020    8.222    8.284 
 268      6000  1.50  8.0  3.1     7.838   12.828   11.157    9.904    8.021    9.396    9.468 
 268      6000  1.50  9.0  3.1     8.790   14.418   12.550   11.139    9.021   10.569   10.651 
 268      6000  1.50 10.0  3.1     9.736   16.006   13.942   12.373   10.021   11.742   11.834 
 269      6000  2.00  1.0  3.1     1.002    1.615    1.397    1.241    1.004    1.176    1.183 
 269      6000  2.00  2.0  3.1     1.997    3.227    2.793    2.480    2.008    2.351    2.366 
 269      6000  2.00  3.0  3.1     2.986    4.836    4.188    3.719    3.011    3.526    3.550 
 269      6000  2.00  4.0  3.1     3.969    6.442    5.583    4.958    4.014    4.700    4.733 
 269      6000  2.00  5.0  3.1     4.945    8.045    6.978    6.195    5.017    5.875    5.917 
 269      6000  2.00  6.0  3.1     5.915    9.645    8.372    7.432    6.018    7.049    7.100 
 269      6000  2.00  7.0  3.1     6.879   11.242    9.766    8.669    7.020    8.223    8.283 
 269      6000  2.00  8.0  3.1     7.837   12.836   11.159    9.904    8.020    9.396    9.467 
 269      6000  2.00  9.0  3.1     8.789   14.428   12.552   11.139    9.021   10.570   10.650 
 269      6000  2.00 10.0  3.1     9.735   16.017   13.944   12.374   10.020   11.742   11.833 
 270      6000  2.50  1.0  3.1     1.001    1.616    1.396    1.241    1.005    1.176    1.184 
 270      6000  2.50  2.0  3.1     1.996    3.229    2.792    2.481    2.009    2.351    2.367 
 270      6000  2.50  3.0  3.1     2.985    4.838    4.188    3.720    3.012    3.526    3.550 
 270      6000  2.50  4.0  3.1     3.968    6.445    5.583    4.958    4.015    4.700    4.734 
 270      6000  2.50  5.0  3.1     4.944    8.049    6.978    6.196    5.017    5.875    5.917 
 270      6000  2.50  6.0  3.1     5.914    9.650    8.372    7.433    6.019    7.049    7.101 
 270      6000  2.50  7.0  3.1     6.878   11.248    9.766    8.669    7.020    8.223    8.284 
 270      6000  2.50  8.0  3.1     7.835   12.844   11.160    9.905    8.021    9.396    9.467 
 270      6000  2.50  9.0  3.1     8.787   14.436   12.553   11.140    9.021   10.569   10.650 
 270      6000  2.50 10.0  3.1     9.733   16.026   13.945   12.374   10.021   11.742   11.834 
 271      6000  3.00  1.0  3.1     1.002    1.616    1.397    1.241    1.005    1.175    1.184 
 271      6000  3.00  2.0  3.1     1.997    3.229    2.793    2.480    2.009    2.351    2.367 
 271      6000  3.00  3.0  3.1     2.985    4.840    4.189    3.719    3.012    3.526    3.550 
 271      6000  3.00  4.0  3.1     3.968    6.447    5.584    4.958    4.015    4.700    4.734 
 271      6000  3.00  5.0  3.1     4.944    8.052    6.979    6.195    5.018    5.875    5.917 
 271      6000  3.00  6.0  3.1     5.914    9.654    8.374    7.432    6.019    7.049    7.101 
 271      6000  3.00  7.0  3.1     6.877   11.253    9.768    8.669    7.021    8.223    8.284 
 271      6000  3.00  8.0  3.1     7.835   12.849   11.161    9.905    8.021    9.396    9.467 
 271      6000  3.00  9.0  3.1     8.786   14.442   12.555   11.140    9.021   10.569   10.650 
 271      6000  3.00 10.0  3.1     9.732   16.033   13.947   12.374   10.021   11.742   11.834 
 272      6000  3.50  1.0  3.1     1.001    1.616    1.397    1.240    1.004    1.176    1.184 
 272      6000  3.50  2.0  3.1     1.996    3.230    2.794    2.480    2.008    2.351    2.367 
 272      6000  3.50  3.0  3.1     2.985    4.841    4.190    3.719    3.012    3.526    3.550 
 272      6000  3.50  4.0  3.1     3.967    6.449    5.585    4.958    4.015    4.700    4.734 
 272      6000  3.50  5.0  3.1     4.943    8.055    6.980    6.195    5.017    5.875    5.917 
 272      6000  3.50  6.0  3.1     5.913    9.657    8.375    7.432    6.019    7.049    7.100 
 272      6000  3.50  7.0  3.1     6.876   11.257    9.769    8.669    7.020    8.223    8.284 
 272      6000  3.50  8.0  3.1     7.834   12.853   11.163    9.904    8.021    9.396    9.467 
 272      6000  3.50  9.0  3.1     8.785   14.447   12.556   11.139    9.021   10.570   10.650 
 272      6000  3.50 10.0  3.1     9.730   16.038   13.949   12.374   10.020   11.743   11.834 
 273      6000  4.00  1.0  3.1     1.001    1.617    1.397    1.240    1.005    1.176    1.183 
 273      6000  4.00  2.0  3.1     1.996    3.232    2.793    2.480    2.009    2.351    2.366 
 273      6000  4.00  3.0  3.1     2.984    4.843    4.189    3.719    3.012    3.526    3.550 
 273      6000  4.00  4.0  3.1     3.966    6.452    5.585    4.957    4.015    4.701    4.733 
 273      6000  4.00  5.0  3.1     4.942    8.058    6.980    6.195    5.017    5.875    5.917 
 273      6000  4.00  6.0  3.1     5.912    9.660    8.375    7.432    6.019    7.049    7.100 
 273      6000  4.00  7.0  3.1     6.875   11.260    9.769    8.668    7.020    8.223    8.283 
 273      6000  4.00  8.0  3.1     7.832   12.858   11.163    9.904    8.021    9.397    9.466 
 273      6000  4.00  9.0  3.1     8.783   14.452   12.556   11.139    9.021   10.570   10.650 
 273      6000  4.00 10.0  3.1     9.729   16.044   13.949   12.373   10.021   11.743   11.833 
 274      6000  4.50  1.0  3.1     1.001    1.618    1.397    1.240    1.005    1.175    1.184 
 274      6000  4.50  2.0  3.1     1.996    3.233    2.794    2.480    2.009    2.350    2.367 
 274      6000  4.50  3.0  3.1     2.984    4.844    4.190    3.719    3.012    3.525    3.550 
 274      6000  4.50  4.0  3.1     3.966    6.453    5.586    4.957    4.015    4.700    4.734 
 274      6000  4.50  5.0  3.1     4.941    8.060    6.981    6.195    5.017    5.874    5.917 
 274      6000  4.50  6.0  3.1     5.911    9.663    8.376    7.432    6.019    7.049    7.100 
 274      6000  4.50  7.0  3.1     6.874   11.263    9.770    8.669    7.020    8.222    8.284 
 274      6000  4.50  8.0  3.1     7.831   12.861   11.164    9.904    8.021    9.396    9.467 
 274      6000  4.50  9.0  3.1     8.782   14.456   12.558   11.139    9.021   10.569   10.650 
 274      6000  4.50 10.0  3.1     9.727   16.048   13.951   12.373   10.021   11.742   11.833 
 275      6000  5.00  1.0  3.1     1.000    1.618    1.397    1.241    1.005    1.176    1.183 
 275      6000  5.00  2.0  3.1     1.994    3.233    2.793    2.480    2.008    2.351    2.367 
 275      6000  5.00  3.0  3.1     2.982    4.845    4.190    3.719    3.012    3.526    3.550 
 275      6000  5.00  4.0  3.1     3.964    6.455    5.585    4.958    4.015    4.701    4.733 
 275      6000  5.00  5.0  3.1     4.939    8.061    6.981    6.195    5.017    5.875    5.917 
 275      6000  5.00  6.0  3.1     5.908    9.665    8.375    7.432    6.019    7.049    7.100 
 275      6000  5.00  7.0  3.1     6.871   11.266    9.770    8.669    7.020    8.223    8.283 
 275      6000  5.00  8.0  3.1     7.828   12.864   11.164    9.905    8.020    9.397    9.467 
 275      6000  5.00  9.0  3.1     8.779   14.459   12.557   11.139    9.020   10.570   10.650 
 275      6000  5.00 10.0  3.1     9.724   16.052   13.950   12.374   10.020   11.743   11.833 
 276      6250  0.50  1.0  3.1     1.004    1.612    1.396    1.241    1.005    1.175    1.183 
 276      6250  0.50  2.0  3.1     2.001    3.220    2.792    2.481    2.009    2.351    2.367 
 276      6250  0.50  3.0  3.1     2.993    4.826    4.187    3.720    3.012    3.526    3.550 
 276      6250  0.50  4.0  3.1     3.978    6.428    5.582    4.959    4.015    4.700    4.734 
 276      6250  0.50  5.0  3.1     4.956    8.028    6.976    6.197    5.018    5.875    5.917 
 276      6250  0.50  6.0  3.1     5.929    9.624    8.370    7.434    6.020    7.049    7.100 
 276      6250  0.50  7.0  3.1     6.895   11.217    9.764    8.671    7.021    8.223    8.284 
 276      6250  0.50  8.0  3.1     7.855   12.807   11.157    9.907    8.022    9.396    9.467 
 276      6250  0.50  9.0  3.1     8.809   14.395   12.550   11.142    9.022   10.570   10.650 
 276      6250  0.50 10.0  3.1     9.757   15.979   13.942   12.376   10.022   11.743   11.834 
 277      6250  1.00  1.0  3.1     1.004    1.613    1.396    1.240    1.005    1.175    1.183 
 277      6250  1.00  2.0  3.1     2.001    3.223    2.792    2.480    2.009    2.350    2.367 
 277      6250  1.00  3.0  3.1     2.992    4.830    4.188    3.720    3.013    3.525    3.550 
 277      6250  1.00  4.0  3.1     3.977    6.434    5.583    4.958    4.016    4.700    4.734 
 277      6250  1.00  5.0  3.1     4.955    8.035    6.977    6.196    5.018    5.875    5.917 
 277      6250  1.00  6.0  3.1     5.927    9.633    8.371    7.433    6.020    7.049    7.100 
 277      6250  1.00  7.0  3.1     6.893   11.227    9.765    8.670    7.021    8.222    8.284 
 277      6250  1.00  8.0  3.1     7.853   12.819   11.158    9.906    8.022    9.396    9.467 
 277      6250  1.00  9.0  3.1     8.806   14.408   12.551   11.141    9.022   10.569   10.651 
 277      6250  1.00 10.0  3.1     9.754   15.994   13.943   12.376   10.022   11.742   11.834 
 278      6250  1.50  1.0  3.1     1.003    1.615    1.396    1.240    1.005    1.176    1.184 
 278      6250  1.50  2.0  3.1     2.000    3.226    2.792    2.480    2.009    2.351    2.367 
 278      6250  1.50  3.0  3.1     2.991    4.834    4.188    3.719    3.013    3.526    3.550 
 278      6250  1.50  4.0  3.1     3.975    6.440    5.583    4.958    4.016    4.701    4.734 
 278      6250  1.50  5.0  3.1     4.953    8.042    6.978    6.196    5.018    5.875    5.917 
 278      6250  1.50  6.0  3.1     5.925    9.641    8.372    7.433    6.020    7.049    7.101 
 278      6250  1.50  7.0  3.1     6.891   11.238    9.766    8.670    7.021    8.223    8.284 
 278      6250  1.50  8.0  3.1     7.850   12.831   11.159    9.906    8.022    9.396    9.467 
 278      6250  1.50  9.0  3.1     8.804   14.421   12.552   11.141    9.022   10.570   10.651 
 278      6250  1.50 10.0  3.1     9.751   16.009   13.944   12.376   10.022   11.743   11.834 
 279      6250  2.00  1.0  3.1     1.003    1.616    1.396    1.241    1.005    1.175    1.184 
 279      6250  2.00  2.0  3.1     1.999    3.228    2.793    2.481    2.009    2.351    2.367 
 279      6250  2.00  3.0  3.1     2.990    4.838    4.188    3.720    3.012    3.526    3.551 
 279      6250  2.00  4.0  3.1     3.974    6.444    5.584    4.958    4.015    4.700    4.734 
 279      6250  2.00  5.0  3.1     4.952    8.048    6.978    6.196    5.018    5.875    5.918 
 279      6250  2.00  6.0  3.1     5.923    9.648    8.373    7.434    6.020    7.049    7.101 
 279      6250  2.00  7.0  3.1     6.889   11.246    9.767    8.670    7.021    8.223    8.284 
 279      6250  2.00  8.0  3.1     7.848   12.840   11.160    9.906    8.022    9.396    9.468 
 279      6250  2.00  9.0  3.1     8.801   14.432   12.553   11.141    9.022   10.569   10.651 
 279      6250  2.00 10.0  3.1     9.748   16.021   13.946   12.376   10.022   11.742   11.834 
 280      6250  2.50  1.0  3.1     1.003    1.616    1.396    1.240    1.004    1.176    1.183 
 280      6250  2.50  2.0  3.1     2.000    3.230    2.793    2.480    2.008    2.351    2.367 
 280      6250  2.50  3.0  3.1     2.990    4.840    4.189    3.719    3.012    3.526    3.550 
 280      6250  2.50  4.0  3.1     3.974    6.448    5.584    4.958    4.015    4.701    4.734 
 280      6250  2.50  5.0  3.1     4.951    8.052    6.979    6.196    5.017    5.875    5.917 
 280      6250  2.50  6.0  3.1     5.923    9.654    8.374    7.433    6.019    7.049    7.100 
 280      6250  2.50  7.0  3.1     6.888   11.252    9.768    8.670    7.021    8.223    8.284 
 280      6250  2.50  8.0  3.1     7.847   12.848   11.161    9.906    8.021    9.397    9.467 
 280      6250  2.50  9.0  3.1     8.800   14.441   12.555   11.141    9.022   10.570   10.650 
 280      6250  2.50 10.0  3.1     9.747   16.031   13.947   12.376   10.021   11.743   11.834 
 281      6250  3.00  1.0  3.1     1.002    1.617    1.397    1.240    1.004    1.175    1.183 
 281      6250  3.00  2.0  3.1     1.998    3.231    2.793    2.480    2.008    2.351    2.366 
 281      6250  3.00  3.0  3.1     2.988    4.842    4.189    3.720    3.012    3.526    3.550 
 281      6250  3.00  4.0  3.1     3.972    6.451    5.585    4.958    4.015    4.700    4.733 
 281      6250  3.00  5.0  3.1     4.950    8.056    6.980    6.196    5.017    5.875    5.917 
 281      6250  3.00  6.0  3.1     5.921    9.658    8.375    7.433    6.019    7.049    7.100 
 281      6250  3.00  7.0  3.1     6.886   11.258    9.769    8.670    7.021    8.222    8.283 
 281      6250  3.00  8.0  3.1     7.844   12.855   11.163    9.906    8.021    9.396    9.467 
 281      6250  3.00  9.0  3.1     8.797   14.448   12.556   11.141    9.022   10.569   10.650 
 281      6250  3.00 10.0  3.1     9.744   16.040   13.949   12.376   10.021   11.742   11.833 
 282      6250  3.50  1.0  3.1     1.003    1.617    1.397    1.241    1.005    1.175    1.183 
 282      6250  3.50  2.0  3.1     1.999    3.232    2.793    2.481    2.009    2.350    2.367 
 282      6250  3.50  3.0  3.1     2.989    4.844    4.189    3.720    3.012    3.525    3.550 
 282      6250  3.50  4.0  3.1     3.972    6.452    5.585    4.959    4.015    4.700    4.733 
 282      6250  3.50  5.0  3.1     4.949    8.058    6.980    6.197    5.018    5.874    5.917 
 282      6250  3.50  6.0  3.1     5.920    9.661    8.375    7.434    6.020    7.048    7.100 
 282      6250  3.50  7.0  3.1     6.885   11.262    9.769    8.670    7.021    8.222    8.284 
 282      6250  3.50  8.0  3.1     7.843   12.859   11.163    9.906    8.022    9.396    9.467 
 282      6250  3.50  9.0  3.1     8.796   14.454   12.557   11.141    9.022   10.569   10.650 
 282      6250  3.50 10.0  3.1     9.742   16.045   13.950   12.376   10.022   11.742   11.833 
 283      6250  4.00  1.0  3.1     1.002    1.618    1.397    1.240    1.005    1.176    1.184 
 283      6250  4.00  2.0  3.1     1.998    3.233    2.794    2.480    2.009    2.351    2.367 
 283      6250  4.00  3.0  3.1     2.988    4.846    4.190    3.719    3.013    3.526    3.550 
 283      6250  4.00  4.0  3.1     3.971    6.455    5.586    4.958    4.016    4.700    4.734 
 283      6250  4.00  5.0  3.1     4.948    8.061    6.981    6.196    5.018    5.875    5.917 
 283      6250  4.00  6.0  3.1     5.919    9.665    8.376    7.433    6.020    7.049    7.101 
 283      6250  4.00  7.0  3.1     6.883   11.266    9.770    8.670    7.021    8.223    8.284 
 283      6250  4.00  8.0  3.1     7.842   12.863   11.164    9.905    8.022    9.396    9.467 
 283      6250  4.00  9.0  3.1     8.794   14.459   12.558   11.141    9.022   10.570   10.651 
 283      6250  4.00 10.0  3.1     9.740   16.051   13.951   12.375   10.022   11.743   11.834 
 284      6250  4.50  1.0  3.1     1.002    1.618    1.398    1.241    1.005    1.176    1.184 
 284      6250  4.50  2.0  3.1     1.997    3.234    2.794    2.481    2.009    2.351    2.367 
 284      6250  4.50  3.0  3.1     2.987    4.846    4.191    3.720    3.013    3.526    3.550 
 284      6250  4.50  4.0  3.1     3.970    6.456    5.586    4.958    4.015    4.701    4.734 
 284      6250  4.50  5.0  3.1     4.947    8.063    6.982    6.196    5.018    5.875    5.917 
 284      6250  4.50  6.0  3.1     5.917    9.667    8.377    7.434    6.020    7.049    7.100 
 284      6250  4.50  7.0  3.1     6.881   11.268    9.771    8.670    7.021    8.223    8.284 
 284      6250  4.50  8.0  3.1     7.840   12.866   11.165    9.906    8.022    9.397    9.467 
 284      6250  4.50  9.0  3.1     8.792   14.462   12.559   11.141    9.022   10.570   10.650 
 284      6250  4.50 10.0  3.1     9.738   16.055   13.952   12.376   10.022   11.743   11.834 
 285      6250  5.00  1.0  3.1     1.002    1.619    1.397    1.241    1.004    1.175    1.183 
 285      6250  5.00  2.0  3.1     1.997    3.235    2.794    2.481    2.008    2.351    2.367 
 285      6250  5.00  3.0  3.1     2.986    4.848    4.190    3.720    3.012    3.526    3.550 
 285      6250  5.00  4.0  3.1     3.969    6.458    5.586    4.958    4.015    4.700    4.733 
 285      6250  5.00  5.0  3.1     4.946    8.065    6.981    6.196    5.017    5.875    5.917 
 285      6250  5.00  6.0  3.1     5.916    9.669    8.376    7.434    6.019    7.049    7.100 
 285      6250  5.00  7.0  3.1     6.880   11.271    9.771    8.670    7.020    8.223    8.283 
 285      6250  5.00  8.0  3.1     7.838   12.869   11.165    9.906    8.021    9.396    9.467 
 285      6250  5.00  9.0  3.1     8.790   14.465   12.558   11.141    9.021   10.570   10.650 
 285      6250  5.00 10.0  3.1     9.736   16.058   13.952   12.376   10.021   11.743   11.833 
 286      6500  0.50  1.0  3.1     1.005    1.612    1.397    1.241    1.005    1.176    1.184 
 286      6500  0.50  2.0  3.1     2.005    3.221    2.794    2.482    2.009    2.351    2.367 
 286      6500  0.50  3.0  3.1     2.998    4.826    4.189    3.721    3.013    3.526    3.551 
 286      6500  0.50  4.0  3.1     3.984    6.429    5.585    4.960    4.016    4.701    4.734 
 286      6500  0.50  5.0  3.1     4.965    8.028    6.980    6.198    5.019    5.875    5.918 
 286      6500  0.50  6.0  3.1     5.939    9.624    8.374    7.436    6.021    7.049    7.101 
 286      6500  0.50  7.0  3.1     6.907   11.217    9.768    8.673    7.022    8.223    8.285 
 286      6500  0.50  8.0  3.1     7.868   12.807   11.162    9.909    8.023    9.397    9.468 
 286      6500  0.50  9.0  3.1     8.824   14.394   12.555   11.145    9.024   10.570   10.651 
 286      6500  0.50 10.0  3.1     9.773   15.977   13.948   12.379   10.024   11.743   11.835 
 287      6500  1.00  1.0  3.1     1.005    1.613    1.397    1.241    1.004    1.175    1.184 
 287      6500  1.00  2.0  3.1     2.004    3.224    2.793    2.481    2.009    2.351    2.367 
 287      6500  1.00  3.0  3.1     2.996    4.831    4.189    3.721    3.012    3.526    3.551 
 287      6500  1.00  4.0  3.1     3.982    6.435    5.584    4.959    4.015    4.700    4.734 
 287      6500  1.00  5.0  3.1     4.962    8.036    6.979    6.198    5.018    5.875    5.918 
 287      6500  1.00  6.0  3.1     5.936    9.634    8.374    7.435    6.020    7.049    7.101 
 287      6500  1.00  7.0  3.1     6.903   11.228    9.768    8.672    7.022    8.223    8.284 
 287      6500  1.00  8.0  3.1     7.865   12.820   11.162    9.908    8.022    9.396    9.468 
 287      6500  1.00  9.0  3.1     8.820   14.409   12.555   11.144    9.023   10.570   10.651 
 287      6500  1.00 10.0  3.1     9.769   15.994   13.947   12.379   10.023   11.743   11.835 
 288      6500  1.50  1.0  3.1     1.005    1.615    1.397    1.241    1.004    1.176    1.184 
 288      6500  1.50  2.0  3.1     2.003    3.227    2.793    2.481    2.009    2.351    2.367 
 288      6500  1.50  3.0  3.1     2.995    4.835    4.189    3.721    3.012    3.526    3.551 
 288      6500  1.50  4.0  3.1     3.981    6.441    5.585    4.960    4.015    4.701    4.734 
 288      6500  1.50  5.0  3.1     4.961    8.043    6.980    6.198    5.018    5.875    5.918 
 288      6500  1.50  6.0  3.1     5.934    9.643    8.375    7.435    6.020    7.049    7.101 
 288      6500  1.50  7.0  3.1     6.901   11.239    9.769    8.672    7.021    8.223    8.284 
 288      6500  1.50  8.0  3.1     7.862   12.832   11.162    9.908    8.022    9.397    9.468 
 288      6500  1.50  9.0  3.1     8.816   14.423   12.555   11.144    9.023   10.570   10.651 
 288      6500  1.50 10.0  3.1     9.765   16.010   13.948   12.378   10.023   11.743   11.834 
 289      6500  2.00  1.0  3.1     1.004    1.615    1.397    1.240    1.005    1.176    1.183 
 289      6500  2.00  2.0  3.1     2.002    3.228    2.793    2.481    2.009    2.351    2.367 
 289      6500  2.00  3.0  3.1     2.994    4.838    4.189    3.720    3.013    3.526    3.550 
 289      6500  2.00  4.0  3.1     3.979    6.445    5.585    4.959    4.016    4.701    4.734 
 289      6500  2.00  5.0  3.1     4.959    8.048    6.980    6.197    5.018    5.875    5.917 
 289      6500  2.00  6.0  3.1     5.931    9.649    8.374    7.435    6.020    7.049    7.100 
 289      6500  2.00  7.0  3.1     6.898   11.247    9.769    8.671    7.022    8.223    8.284 
 289      6500  2.00  8.0  3.1     7.859   12.842   11.162    9.907    8.023    9.396    9.467 
 289      6500  2.00  9.0  3.1     8.813   14.434   12.556   11.143    9.023   10.570   10.651 
 289      6500  2.00 10.0  3.1     9.762   16.023   13.948   12.378   10.023   11.742   11.834 
 290      6500  2.50  1.0  3.1     1.004    1.617    1.397    1.241    1.005    1.175    1.184 
 290      6500  2.50  2.0  3.1     2.001    3.231    2.794    2.481    2.009    2.350    2.367 
 290      6500  2.50  3.0  3.1     2.993    4.842    4.190    3.720    3.013    3.525    3.551 
 290      6500  2.50  4.0  3.1     3.978    6.450    5.586    4.959    4.016    4.700    4.734 
 290      6500  2.50  5.0  3.1     4.957    8.055    6.981    6.197    5.018    5.874    5.918 
 290      6500  2.50  6.0  3.1     5.930    9.656    8.376    7.435    6.020    7.048    7.101 
 290      6500  2.50  7.0  3.1     6.896   11.255    9.770    8.671    7.022    8.222    8.284 
 290      6500  2.50  8.0  3.1     7.856   12.852   11.164    9.908    8.022    9.396    9.468 
 290      6500  2.50  9.0  3.1     8.810   14.445   12.557   11.143    9.023   10.569   10.651 
 290      6500  2.50 10.0  3.1     9.759   16.035   13.950   12.378   10.023   11.742   11.834 
 291      6500  3.00  1.0  3.1     1.004    1.618    1.397    1.241    1.005    1.175    1.183 
 291      6500  3.00  2.0  3.1     2.001    3.232    2.794    2.481    2.009    2.350    2.367 
 291      6500  3.00  3.0  3.1     2.992    4.844    4.190    3.720    3.013    3.525    3.550 
 291      6500  3.00  4.0  3.1     3.977    6.453    5.586    4.959    4.016    4.700    4.734 
 291      6500  3.00  5.0  3.1     4.956    8.059    6.981    6.197    5.018    5.874    5.917 
 291      6500  3.00  6.0  3.1     5.928    9.662    8.376    7.435    6.020    7.048    7.100 
 291      6500  3.00  7.0  3.1     6.894   11.261    9.770    8.672    7.022    8.222    8.284 
 291      6500  3.00  8.0  3.1     7.854   12.859   11.164    9.908    8.023    9.396    9.467 
 291      6500  3.00  9.0  3.1     8.808   14.453   12.558   11.143    9.023   10.569   10.651 
 291      6500  3.00 10.0  3.1     9.756   16.044   13.951   12.378   10.023   11.742   11.834 
 292      6500  3.50  1.0  3.1     1.003    1.618    1.397    1.241    1.004    1.176    1.183 
 292      6500  3.50  2.0  3.1     2.000    3.233    2.794    2.481    2.009    2.351    2.367 
 292      6500  3.50  3.0  3.1     2.991    4.846    4.190    3.721    3.012    3.526    3.550 
 292      6500  3.50  4.0  3.1     3.976    6.455    5.586    4.959    4.015    4.701    4.734 
 292      6500  3.50  5.0  3.1     4.954    8.062    6.981    6.198    5.018    5.875    5.917 
 292      6500  3.50  6.0  3.1     5.926    9.665    8.376    7.435    6.020    7.049    7.101 
 292      6500  3.50  7.0  3.1     6.892   11.266    9.770    8.672    7.021    8.223    8.284 
 292      6500  3.50  8.0  3.1     7.852   12.864   11.164    9.908    8.022    9.396    9.467 
 292      6500  3.50  9.0  3.1     8.806   14.459   12.558   11.143    9.022   10.570   10.651 
 292      6500  3.50 10.0  3.1     9.753   16.052   13.951   12.378   10.022   11.742   11.834 
 293      6500  4.00  1.0  3.1     1.003    1.618    1.397    1.240    1.005    1.175    1.183 
 293      6500  4.00  2.0  3.1     2.000    3.234    2.794    2.481    2.009    2.350    2.367 
 293      6500  4.00  3.0  3.1     2.991    4.847    4.190    3.720    3.013    3.525    3.550 
 293      6500  4.00  4.0  3.1     3.975    6.457    5.586    4.959    4.016    4.700    4.734 
 293      6500  4.00  5.0  3.1     4.953    8.064    6.981    6.197    5.018    5.874    5.917 
 293      6500  4.00  6.0  3.1     5.925    9.668    8.376    7.434    6.020    7.048    7.100 
 293      6500  4.00  7.0  3.1     6.891   11.270    9.771    8.671    7.022    8.222    8.284 
 293      6500  4.00  8.0  3.1     7.850   12.868   11.165    9.907    8.023    9.396    9.467 
 293      6500  4.00  9.0  3.1     8.804   14.464   12.558   11.142    9.023   10.569   10.650 
 293      6500  4.00 10.0  3.1     9.751   16.057   13.951   12.377   10.023   11.742   11.834 
 294      6500  4.50  1.0  3.1     1.003    1.619    1.398    1.241    1.005    1.176    1.183 
 294      6500  4.50  2.0  3.1     1.999    3.235    2.795    2.481    2.009    2.351    2.367 
 294      6500  4.50  3.0  3.1     2.990    4.848    4.191    3.720    3.012    3.526    3.550 
 294      6500  4.50  4.0  3.1     3.974    6.459    5.587    4.959    4.015    4.701    4.734 
 294      6500  4.50  5.0  3.1     4.952    8.066    6.982    6.197    5.018    5.875    5.917 
 294      6500  4.50  6.0  3.1     5.924    9.671    8.377    7.434    6.020    7.049    7.100 
 294      6500  4.50  7.0  3.1     6.889   11.273    9.772    8.671    7.021    8.223    8.284 
 294      6500  4.50  8.0  3.1     7.848   12.872   11.166    9.907    8.022    9.396    9.467 
 294      6500  4.50  9.0  3.1     8.801   14.468   12.559   11.142    9.022   10.570   10.650 
 294      6500  4.50 10.0  3.1     9.749   16.061   13.953   12.377   10.022   11.743   11.834 
 295      6500  5.00  1.0  3.1     1.003    1.619    1.397    1.240    1.004    1.176    1.183 
 295      6500  5.00  2.0  3.1     1.999    3.235    2.794    2.480    2.008    2.351    2.367 
 295      6500  5.00  3.0  3.1     2.990    4.849    4.191    3.720    3.012    3.526    3.550 
 295      6500  5.00  4.0  3.1     3.974    6.459    5.586    4.959    4.015    4.700    4.734 
 295      6500  5.00  5.0  3.1     4.951    8.067    6.982    6.197    5.017    5.875    5.917 
