# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          V        u        v        b        y     Hb_w     Hb_n
 585     31000  5.00  2.0  3.1     2.027    3.251    2.798    2.484    2.011    2.352    2.366 
 585     31000  5.00  3.0  3.1     3.032    4.872    4.197    3.724    3.016    3.527    3.550 
 585     31000  5.00  4.0  3.1     4.030    6.491    5.595    4.965    4.020    4.702    4.733 
 585     31000  5.00  5.0  3.1     5.022    8.107    6.993    6.204    5.024    5.877    5.916 
 585     31000  5.00  6.0  3.1     6.007    9.720    8.390    7.443    6.027    7.051    7.100 
 585     31000  5.00  7.0  3.1     6.986   11.330    9.786    8.681    7.030    8.226    8.283 
 585     31000  5.00  8.0  3.1     7.960   12.937   11.183    9.919    8.032    9.400    9.466 
 585     31000  5.00  9.0  3.1     8.926   14.542   12.578   11.156    9.033   10.573   10.650 
 585     31000  5.00 10.0  3.1     9.887   16.144   13.973   12.392   10.034   11.747   11.833 
 586     32000  4.00  1.0  3.1     1.017    1.627    1.400    1.242    1.006    1.176    1.183 
 586     32000  4.00  2.0  3.1     2.028    3.252    2.799    2.484    2.011    2.352    2.367 
 586     32000  4.00  3.0  3.1     3.032    4.873    4.198    3.725    3.016    3.527    3.550 
 586     32000  4.00  4.0  3.1     4.030    6.492    5.596    4.965    4.020    4.702    4.733 
 586     32000  4.00  5.0  3.1     5.022    8.108    6.994    6.204    5.024    5.877    5.916 
 586     32000  4.00  6.0  3.1     6.008    9.721    8.391    7.443    6.027    7.052    7.100 
 586     32000  4.00  7.0  3.1     6.987   11.331    9.788    8.681    7.030    8.226    8.283 
 586     32000  4.00  8.0  3.1     7.960   12.939   11.185    9.919    8.032    9.400    9.466 
 586     32000  4.00  9.0  3.1     8.927   14.544   12.580   11.155    9.034   10.574   10.649 
 586     32000  4.00 10.0  3.1     9.888   16.146   13.976   12.391   10.035   11.747   11.833 
 587     32000  4.50  1.0  3.1     1.017    1.627    1.399    1.242    1.005    1.176    1.183 
 587     32000  4.50  2.0  3.1     2.028    3.252    2.799    2.483    2.011    2.351    2.367 
 587     32000  4.50  3.0  3.1     3.032    4.873    4.197    3.724    3.016    3.527    3.550 
 587     32000  4.50  4.0  3.1     4.030    6.492    5.596    4.964    4.020    4.702    4.733 
 587     32000  4.50  5.0  3.1     5.022    8.108    6.993    6.204    5.024    5.877    5.917 
 587     32000  4.50  6.0  3.1     6.008    9.721    8.391    7.443    6.027    7.051    7.100 
 587     32000  4.50  7.0  3.1     6.987   11.332    9.787    8.681    7.030    8.226    8.283 
 587     32000  4.50  8.0  3.1     7.960   12.939   11.184    9.918    8.032    9.400    9.467 
 587     32000  4.50  9.0  3.1     8.927   14.544   12.579   11.155    9.033   10.573   10.650 
 587     32000  4.50 10.0  3.1     9.888   16.145   13.975   12.391   10.034   11.747   11.833 
 588     32000  5.00  1.0  3.1     1.017    1.627    1.400    1.242    1.006    1.176    1.183 
 588     32000  5.00  2.0  3.1     2.027    3.252    2.799    2.484    2.011    2.352    2.367 
 588     32000  5.00  3.0  3.1     3.031    4.873    4.197    3.725    3.016    3.527    3.550 
 588     32000  5.00  4.0  3.1     4.030    6.492    5.596    4.965    4.021    4.702    4.733 
 588     32000  5.00  5.0  3.1     5.022    8.108    6.993    6.204    5.024    5.877    5.917 
 588     32000  5.00  6.0  3.1     6.007    9.721    8.390    7.443    6.028    7.052    7.100 
 588     32000  5.00  7.0  3.1     6.987   11.331    9.787    8.682    7.030    8.226    8.283 
 588     32000  5.00  8.0  3.1     7.960   12.938   11.183    9.919    8.032    9.400    9.467 
 588     32000  5.00  9.0  3.1     8.927   14.543   12.579   11.156    9.034   10.574   10.650 
 588     32000  5.00 10.0  3.1     9.888   16.145   13.974   12.392   10.035   11.747   11.833 
 589     33000  4.00  1.0  3.1     1.017    1.627    1.400    1.242    1.006    1.176    1.183 
 589     33000  4.00  2.0  3.1     2.028    3.252    2.799    2.484    2.012    2.352    2.366 
 589     33000  4.00  3.0  3.1     3.032    4.874    4.198    3.725    3.017    3.527    3.550 
 589     33000  4.00  4.0  3.1     4.031    6.492    5.596    4.965    4.021    4.703    4.733 
 589     33000  4.00  5.0  3.1     5.023    8.109    6.994    6.204    5.025    5.877    5.916 
 589     33000  4.00  6.0  3.1     6.008    9.722    8.392    7.443    6.028    7.052    7.099 
 589     33000  4.00  7.0  3.1     6.988   11.332    9.788    8.681    7.031    8.226    8.283 
 589     33000  4.00  8.0  3.1     7.961   12.940   11.185    9.919    8.033    9.400    9.466 
 589     33000  4.00  9.0  3.1     8.928   14.545   12.581   11.155    9.034   10.574   10.649 
 589     33000  4.00 10.0  3.1     9.889   16.147   13.976   12.391   10.035   11.748   11.832 
 590     33000  4.50  1.0  3.1     1.017    1.627    1.400    1.242    1.006    1.176    1.183 
 590     33000  4.50  2.0  3.1     2.028    3.252    2.799    2.484    2.012    2.352    2.366 
 590     33000  4.50  3.0  3.1     3.032    4.874    4.198    3.724    3.017    3.527    3.550 
 590     33000  4.50  4.0  3.1     4.031    6.492    5.596    4.965    4.021    4.702    4.733 
 590     33000  4.50  5.0  3.1     5.023    8.108    6.994    6.204    5.025    5.877    5.916 
 590     33000  4.50  6.0  3.1     6.009    9.722    8.392    7.443    6.028    7.052    7.099 
 590     33000  4.50  7.0  3.1     6.988   11.332    9.788    8.681    7.030    8.226    8.283 
 590     33000  4.50  8.0  3.1     7.961   12.940   11.185    9.919    8.033    9.400    9.466 
 590     33000  4.50  9.0  3.1     8.928   14.544   12.581   11.155    9.034   10.574   10.649 
 590     33000  4.50 10.0  3.1     9.889   16.146   13.976   12.391   10.035   11.747   11.832 
 591     33000  5.00  1.0  3.1     1.017    1.627    1.399    1.242    1.006    1.176    1.183 
 591     33000  5.00  2.0  3.1     2.027    3.252    2.799    2.484    2.012    2.352    2.367 
 591     33000  5.00  3.0  3.1     3.032    4.873    4.197    3.725    3.016    3.527    3.550 
 591     33000  5.00  4.0  3.1     4.030    6.492    5.595    4.965    4.021    4.702    4.733 
 591     33000  5.00  5.0  3.1     5.022    8.108    6.993    6.204    5.024    5.877    5.917 
 591     33000  5.00  6.0  3.1     6.008    9.721    8.390    7.443    6.028    7.051    7.100 
 591     33000  5.00  7.0  3.1     6.987   11.332    9.787    8.682    7.030    8.226    8.283 
 591     33000  5.00  8.0  3.1     7.961   12.939   11.183    9.919    8.032    9.400    9.466 
 591     33000  5.00  9.0  3.1     8.928   14.544   12.579   11.156    9.034   10.573   10.650 
 591     33000  5.00 10.0  3.1     9.889   16.146   13.974   12.392   10.035   11.747   11.833 
 592     34000  4.00  1.0  3.1     1.017    1.627    1.400    1.243    1.006    1.176    1.184 
 592     34000  4.00  2.0  3.1     2.027    3.252    2.799    2.484    2.012    2.352    2.367 
 592     34000  4.00  3.0  3.1     3.032    4.873    4.198    3.725    3.016    3.527    3.550 
 592     34000  4.00  4.0  3.1     4.030    6.492    5.596    4.965    4.021    4.702    4.734 
 592     34000  4.00  5.0  3.1     5.022    8.108    6.994    6.204    5.024    5.877    5.917 
 592     34000  4.00  6.0  3.1     6.008    9.722    8.391    7.443    6.028    7.052    7.100 
 592     34000  4.00  7.0  3.1     6.988   11.332    9.788    8.681    7.030    8.226    8.283 
 592     34000  4.00  8.0  3.1     7.961   12.940   11.185    9.919    8.032    9.400    9.466 
 592     34000  4.00  9.0  3.1     8.928   14.545   12.581   11.155    9.034   10.574   10.650 
 592     34000  4.00 10.0  3.1     9.889   16.147   13.976   12.391   10.035   11.747   11.833 
 593     34000  4.50  1.0  3.1     1.016    1.628    1.400    1.242    1.006    1.176    1.184 
 593     34000  4.50  2.0  3.1     2.027    3.252    2.799    2.483    2.011    2.352    2.367 
 593     34000  4.50  3.0  3.1     3.032    4.874    4.198    3.724    3.016    3.527    3.550 
 593     34000  4.50  4.0  3.1     4.030    6.493    5.597    4.964    4.021    4.703    4.734 
 593     34000  4.50  5.0  3.1     5.022    8.109    6.994    6.204    5.024    5.877    5.917 
 593     34000  4.50  6.0  3.1     6.008    9.722    8.392    7.443    6.028    7.052    7.100 
 593     34000  4.50  7.0  3.1     6.988   11.333    9.788    8.681    7.030    8.226    8.284 
 593     34000  4.50  8.0  3.1     7.961   12.940   11.185    9.918    8.032    9.400    9.467 
 593     34000  4.50  9.0  3.1     8.928   14.545   12.581   11.155    9.034   10.574   10.650 
 593     34000  4.50 10.0  3.1     9.889   16.147   13.976   12.391   10.035   11.748   11.833 
 594     34000  5.00  1.0  3.1     1.017    1.628    1.400    1.243    1.006    1.176    1.183 
 594     34000  5.00  2.0  3.1     2.028    3.252    2.799    2.484    2.012    2.352    2.367 
 594     34000  5.00  3.0  3.1     3.032    4.874    4.198    3.725    3.016    3.527    3.550 
 594     34000  5.00  4.0  3.1     4.031    6.493    5.596    4.965    4.021    4.702    4.733 
 594     34000  5.00  5.0  3.1     5.023    8.109    6.994    6.205    5.025    5.877    5.917 
 594     34000  5.00  6.0  3.1     6.009    9.722    8.391    7.444    6.028    7.052    7.100 
 594     34000  5.00  7.0  3.1     6.988   11.333    9.788    8.682    7.030    8.226    8.283 
 594     34000  5.00  8.0  3.1     7.962   12.940   11.184    9.919    8.032    9.400    9.466 
 594     34000  5.00  9.0  3.1     8.929   14.545   12.580   11.156    9.034   10.574   10.650 
 594     34000  5.00 10.0  3.1     9.890   16.147   13.975   12.392   10.035   11.747   11.833 
 595     35000  4.00  1.0  3.1     1.017    1.627    1.400    1.242    1.006    1.176    1.183 
 595     35000  4.00  2.0  3.1     2.028    3.252    2.799    2.483    2.011    2.352    2.366 
 595     35000  4.00  3.0  3.1     3.033    4.874    4.198    3.724    3.016    3.527    3.550 
 595     35000  4.00  4.0  3.1     4.031    6.493    5.596    4.964    4.021    4.702    4.733 
 595     35000  4.00  5.0  3.1     5.023    8.109    6.994    6.204    5.024    5.877    5.916 
 595     35000  4.00  6.0  3.1     6.009    9.723    8.392    7.442    6.028    7.052    7.099 
 595     35000  4.00  7.0  3.1     6.988   11.333    9.789    8.681    7.030    8.226    8.283 
 595     35000  4.00  8.0  3.1     7.962   12.941   11.185    9.918    8.032    9.400    9.466 
 595     35000  4.00  9.0  3.1     8.929   14.546   12.581   11.155    9.034   10.574   10.649 
 595     35000  4.00 10.0  3.1     9.889   16.148   13.976   12.391   10.035   11.748   11.832 
 596     35000  4.50  1.0  3.1     1.017    1.628    1.400    1.242    1.006    1.176    1.183 
 596     35000  4.50  2.0  3.1     2.028    3.252    2.799    2.483    2.011    2.352    2.367 
 596     35000  4.50  3.0  3.1     3.033    4.874    4.198    3.724    3.016    3.527    3.550 
 596     35000  4.50  4.0  3.1     4.031    6.493    5.597    4.964    4.020    4.703    4.733 
 596     35000  4.50  5.0  3.1     5.023    8.110    6.994    6.204    5.024    5.878    5.916 
 596     35000  4.50  6.0  3.1     6.009    9.723    8.392    7.443    6.027    7.052    7.100 
 596     35000  4.50  7.0  3.1     6.989   11.334    9.789    8.681    7.030    8.226    8.283 
 596     35000  4.50  8.0  3.1     7.962   12.941   11.185    9.918    8.032    9.400    9.466 
 596     35000  4.50  9.0  3.1     8.929   14.546   12.581   11.155    9.034   10.574   10.649 
 596     35000  4.50 10.0  3.1     9.890   16.149   13.976   12.391   10.035   11.748   11.832 
 597     35000  5.00  1.0  3.1     1.017    1.627    1.400    1.242    1.006    1.176    1.183 
 597     35000  5.00  2.0  3.1     2.028    3.252    2.799    2.483    2.012    2.351    2.366 
 597     35000  5.00  3.0  3.1     3.032    4.874    4.198    3.724    3.017    3.527    3.550 
 597     35000  5.00  4.0  3.1     4.031    6.493    5.596    4.964    4.021    4.702    4.733 
 597     35000  5.00  5.0  3.1     5.023    8.109    6.994    6.204    5.025    5.877    5.916 
 597     35000  5.00  6.0  3.1     6.009    9.722    8.391    7.443    6.028    7.051    7.100 
 597     35000  5.00  7.0  3.1     6.989   11.333    9.788    8.681    7.031    8.225    8.283 
 597     35000  5.00  8.0  3.1     7.962   12.941   11.184    9.918    8.033    9.399    9.466 
 597     35000  5.00  9.0  3.1     8.929   14.546   12.580   11.155    9.034   10.573   10.649 
 597     35000  5.00 10.0  3.1     9.890   16.148   13.975   12.391   10.035   11.747   11.832 
 598     36000  4.00  1.0  3.1     1.017    1.627    1.400    1.242    1.006    1.176    1.183 
 598     36000  4.00  2.0  3.1     2.028    3.252    2.799    2.484    2.011    2.352    2.366 
 598     36000  4.00  3.0  3.1     3.033    4.874    4.198    3.725    3.016    3.527    3.549 
 598     36000  4.00  4.0  3.1     4.031    6.493    5.596    4.965    4.020    4.702    4.733 
 598     36000  4.00  5.0  3.1     5.023    8.110    6.994    6.204    5.024    5.877    5.916 
 598     36000  4.00  6.0  3.1     6.009    9.723    8.391    7.443    6.027    7.052    7.099 
 598     36000  4.00  7.0  3.1     6.989   11.334    9.788    8.681    7.030    8.226    8.282 
 598     36000  4.00  8.0  3.1     7.962   12.942   11.185    9.918    8.032    9.400    9.466 
 598     36000  4.00  9.0  3.1     8.929   14.547   12.581   11.155    9.034   10.574   10.649 
 598     36000  4.00 10.0  3.1     9.890   16.149   13.976   12.391   10.035   11.748   11.832 
 599     36000  4.50  1.0  3.1     1.017    1.627    1.400    1.243    1.006    1.176    1.184 
 599     36000  4.50  2.0  3.1     2.028    3.252    2.799    2.484    2.011    2.352    2.367 
 599     36000  4.50  3.0  3.1     3.033    4.874    4.198    3.725    3.016    3.527    3.550 
 599     36000  4.50  4.0  3.1     4.031    6.493    5.597    4.965    4.021    4.702    4.734 
 599     36000  4.50  5.0  3.1     5.024    8.109    6.994    6.205    5.024    5.877    5.917 
 599     36000  4.50  6.0  3.1     6.010    9.723    8.392    7.443    6.028    7.052    7.100 
 599     36000  4.50  7.0  3.1     6.989   11.333    9.789    8.681    7.030    8.226    8.283 
 599     36000  4.50  8.0  3.1     7.963   12.941   11.185    9.919    8.033    9.400    9.467 
 599     36000  4.50  9.0  3.1     8.930   14.546   12.581   11.156    9.034   10.574   10.650 
 599     36000  4.50 10.0  3.1     9.891   16.149   13.976   12.392   10.035   11.748   11.833 
 600     36000  5.00  1.0  3.1     1.017    1.627    1.399    1.243    1.006    1.176    1.183 
 600     36000  5.00  2.0  3.1     2.028    3.252    2.799    2.484    2.012    2.352    2.367 
 600     36000  5.00  3.0  3.1     3.033    4.874    4.197    3.725    3.016    3.527    3.550 
 600     36000  5.00  4.0  3.1     4.031    6.493    5.596    4.965    4.021    4.702    4.733 
 600     36000  5.00  5.0  3.1     5.024    8.109    6.993    6.205    5.025    5.877    5.917 
 600     36000  5.00  6.0  3.1     6.010    9.723    8.391    7.444    6.028    7.052    7.100 
 600     36000  5.00  7.0  3.1     6.990   11.333    9.787    8.682    7.030    8.226    8.283 
 600     36000  5.00  8.0  3.1     7.963   12.941   11.184    9.919    8.033    9.400    9.466 
 600     36000  5.00  9.0  3.1     8.930   14.546   12.580   11.156    9.034   10.574   10.650 
 600     36000  5.00 10.0  3.1     9.891   16.148   13.975   12.392   10.035   11.747   11.833 
 601     37000  4.00  1.0  3.1     1.018    1.628    1.400    1.242    1.006    1.176    1.184 
 601     37000  4.00  2.0  3.1     2.028    3.252    2.799    2.483    2.012    2.352    2.367 
 601     37000  4.00  3.0  3.1     3.033    4.874    4.198    3.724    3.017    3.528    3.550 
 601     37000  4.00  4.0  3.1     4.032    6.494    5.596    4.964    4.021    4.703    4.734 
 601     37000  4.00  5.0  3.1     5.024    8.110    6.994    6.204    5.025    5.878    5.917 
 601     37000  4.00  6.0  3.1     6.010    9.723    8.392    7.443    6.028    7.052    7.100 
 601     37000  4.00  7.0  3.1     6.989   11.334    9.789    8.681    7.031    8.227    8.283 
 601     37000  4.00  8.0  3.1     7.963   12.942   11.185    9.918    8.033    9.401    9.466 
 601     37000  4.00  9.0  3.1     8.930   14.547   12.581   11.155    9.034   10.575   10.650 
 601     37000  4.00 10.0  3.1     9.890   16.150   13.976   12.391   10.036   11.748   11.833 
 602     37000  4.50  1.0  3.1     1.018    1.627    1.400    1.243    1.006    1.176    1.184 
 602     37000  4.50  2.0  3.1     2.029    3.252    2.799    2.484    2.011    2.352    2.367 
 602     37000  4.50  3.0  3.1     3.034    4.874    4.198    3.725    3.016    3.527    3.550 
 602     37000  4.50  4.0  3.1     4.032    6.493    5.596    4.965    4.021    4.702    4.733 
