# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          I        J        H       Ks
 371      8750  1.50  7.0  3.1     4.271    2.020    1.274    0.823 
 371      8750  1.50  8.0  3.1     4.868    2.306    1.455    0.940 
 371      8750  1.50  9.0  3.1     5.461    2.592    1.636    1.058 
 371      8750  1.50 10.0  3.1     6.050    2.877    1.817    1.175 
 372      8750  2.00  1.0  3.1     0.621    0.290    0.183    0.117 
 372      8750  2.00  2.0  3.1     1.238    0.580    0.365    0.235 
 372      8750  2.00  3.0  3.1     1.852    0.869    0.547    0.353 
 372      8750  2.00  4.0  3.1     2.463    1.158    0.729    0.470 
 372      8750  2.00  5.0  3.1     3.070    1.446    0.911    0.588 
 372      8750  2.00  6.0  3.1     3.673    1.733    1.093    0.705 
 372      8750  2.00  7.0  3.1     4.273    2.020    1.274    0.822 
 372      8750  2.00  8.0  3.1     4.870    2.306    1.455    0.940 
 372      8750  2.00  9.0  3.1     5.463    2.592    1.636    1.057 
 372      8750  2.00 10.0  3.1     6.053    2.877    1.817    1.174 
 373      8750  2.50  1.0  3.1     0.621    0.291    0.183    0.118 
 373      8750  2.50  2.0  3.1     1.239    0.580    0.365    0.235 
 373      8750  2.50  3.0  3.1     1.854    0.870    0.547    0.353 
 373      8750  2.50  4.0  3.1     2.464    1.158    0.729    0.470 
 373      8750  2.50  5.0  3.1     3.072    1.446    0.911    0.588 
 373      8750  2.50  6.0  3.1     3.676    1.734    1.093    0.705 
 373      8750  2.50  7.0  3.1     4.276    2.020    1.274    0.823 
 373      8750  2.50  8.0  3.1     4.874    2.307    1.455    0.940 
 373      8750  2.50  9.0  3.1     5.467    2.592    1.636    1.057 
 373      8750  2.50 10.0  3.1     6.058    2.878    1.817    1.174 
 374      8750  3.00  1.0  3.1     0.622    0.291    0.183    0.118 
 374      8750  3.00  2.0  3.1     1.240    0.580    0.365    0.236 
 374      8750  3.00  3.0  3.1     1.854    0.870    0.547    0.353 
 374      8750  3.00  4.0  3.1     2.466    1.158    0.729    0.471 
 374      8750  3.00  5.0  3.1     3.074    1.446    0.911    0.588 
 374      8750  3.00  6.0  3.1     3.678    1.734    1.093    0.706 
 374      8750  3.00  7.0  3.1     4.279    2.020    1.274    0.823 
 374      8750  3.00  8.0  3.1     4.876    2.307    1.455    0.941 
 374      8750  3.00  9.0  3.1     5.471    2.592    1.636    1.058 
 374      8750  3.00 10.0  3.1     6.062    2.877    1.817    1.175 
 375      8750  3.50  1.0  3.1     0.621    0.291    0.182    0.117 
 375      8750  3.50  2.0  3.1     1.240    0.580    0.365    0.235 
 375      8750  3.50  3.0  3.1     1.855    0.869    0.547    0.353 
 375      8750  3.50  4.0  3.1     2.466    1.158    0.729    0.470 
 375      8750  3.50  5.0  3.1     3.074    1.446    0.911    0.588 
 375      8750  3.50  6.0  3.1     3.679    1.733    1.092    0.705 
 375      8750  3.50  7.0  3.1     4.280    2.020    1.274    0.822 
 375      8750  3.50  8.0  3.1     4.878    2.306    1.455    0.940 
 375      8750  3.50  9.0  3.1     5.473    2.592    1.636    1.057 
 375      8750  3.50 10.0  3.1     6.064    2.877    1.817    1.174 
 376      8750  4.00  1.0  3.1     0.621    0.290    0.183    0.118 
 376      8750  4.00  2.0  3.1     1.240    0.580    0.365    0.235 
 376      8750  4.00  3.0  3.1     1.855    0.869    0.547    0.353 
 376      8750  4.00  4.0  3.1     2.467    1.158    0.729    0.470 
 376      8750  4.00  5.0  3.1     3.075    1.446    0.911    0.588 
 376      8750  4.00  6.0  3.1     3.680    1.733    1.093    0.705 
 376      8750  4.00  7.0  3.1     4.281    2.020    1.274    0.823 
 376      8750  4.00  8.0  3.1     4.879    2.306    1.456    0.940 
 376      8750  4.00  9.0  3.1     5.474    2.591    1.637    1.057 
 376      8750  4.00 10.0  3.1     6.065    2.877    1.818    1.175 
 377      8750  4.50  1.0  3.1     0.621    0.290    0.182    0.117 
 377      8750  4.50  2.0  3.1     1.240    0.579    0.365    0.235 
 377      8750  4.50  3.0  3.1     1.855    0.869    0.547    0.353 
 377      8750  4.50  4.0  3.1     2.466    1.157    0.729    0.470 
 377      8750  4.50  5.0  3.1     3.075    1.445    0.911    0.588 
 377      8750  4.50  6.0  3.1     3.680    1.732    1.093    0.705 
 377      8750  4.50  7.0  3.1     4.281    2.019    1.274    0.823 
 377      8750  4.50  8.0  3.1     4.879    2.305    1.456    0.940 
 377      8750  4.50  9.0  3.1     5.474    2.591    1.637    1.057 
 377      8750  4.50 10.0  3.1     6.066    2.876    1.818    1.174 
 378      8750  5.00  1.0  3.1     0.621    0.290    0.183    0.118 
 378      8750  5.00  2.0  3.1     1.240    0.579    0.366    0.236 
 378      8750  5.00  3.0  3.1     1.855    0.869    0.548    0.353 
 378      8750  5.00  4.0  3.1     2.466    1.157    0.730    0.471 
 378      8750  5.00  5.0  3.1     3.075    1.445    0.912    0.588 
 378      8750  5.00  6.0  3.1     3.679    1.732    1.094    0.706 
 378      8750  5.00  7.0  3.1     4.281    2.019    1.276    0.823 
 378      8750  5.00  8.0  3.1     4.879    2.305    1.457    0.941 
 378      8750  5.00  9.0  3.1     5.474    2.590    1.638    1.058 
 378      8750  5.00 10.0  3.1     6.065    2.875    1.819    1.175 
 379      9000  1.50  1.0  3.1     0.621    0.290    0.182    0.118 
 379      9000  1.50  2.0  3.1     1.238    0.580    0.365    0.235 
 379      9000  1.50  3.0  3.1     1.852    0.869    0.547    0.353 
 379      9000  1.50  4.0  3.1     2.462    1.158    0.729    0.470 
 379      9000  1.50  5.0  3.1     3.069    1.446    0.911    0.588 
 379      9000  1.50  6.0  3.1     3.673    1.733    1.092    0.705 
 379      9000  1.50  7.0  3.1     4.273    2.020    1.274    0.823 
 379      9000  1.50  8.0  3.1     4.869    2.306    1.455    0.940 
 379      9000  1.50  9.0  3.1     5.462    2.592    1.636    1.057 
 379      9000  1.50 10.0  3.1     6.052    2.877    1.817    1.175 
 380      9000  2.00  1.0  3.1     0.621    0.290    0.183    0.118 
 380      9000  2.00  2.0  3.1     1.238    0.580    0.365    0.235 
 380      9000  2.00  3.0  3.1     1.852    0.869    0.547    0.353 
 380      9000  2.00  4.0  3.1     2.463    1.158    0.729    0.470 
 380      9000  2.00  5.0  3.1     3.070    1.446    0.911    0.588 
 380      9000  2.00  6.0  3.1     3.673    1.734    1.093    0.705 
 380      9000  2.00  7.0  3.1     4.274    2.020    1.274    0.823 
 380      9000  2.00  8.0  3.1     4.870    2.307    1.456    0.940 
 380      9000  2.00  9.0  3.1     5.464    2.592    1.637    1.057 
 380      9000  2.00 10.0  3.1     6.054    2.878    1.818    1.175 
 381      9000  2.50  1.0  3.1     0.621    0.290    0.183    0.118 
 381      9000  2.50  2.0  3.1     1.239    0.580    0.365    0.235 
 381      9000  2.50  3.0  3.1     1.853    0.869    0.547    0.353 
 381      9000  2.50  4.0  3.1     2.464    1.158    0.729    0.470 
 381      9000  2.50  5.0  3.1     3.072    1.446    0.911    0.588 
 381      9000  2.50  6.0  3.1     3.676    1.733    1.093    0.705 
 381      9000  2.50  7.0  3.1     4.276    2.020    1.274    0.823 
 381      9000  2.50  8.0  3.1     4.873    2.307    1.455    0.940 
 381      9000  2.50  9.0  3.1     5.467    2.592    1.636    1.057 
 381      9000  2.50 10.0  3.1     6.058    2.877    1.817    1.174 
 382      9000  3.00  1.0  3.1     0.621    0.291    0.182    0.118 
 382      9000  3.00  2.0  3.1     1.239    0.580    0.365    0.235 
 382      9000  3.00  3.0  3.1     1.854    0.870    0.547    0.353 
 382      9000  3.00  4.0  3.1     2.466    1.158    0.729    0.470 
 382      9000  3.00  5.0  3.1     3.074    1.446    0.911    0.588 
 382      9000  3.00  6.0  3.1     3.678    1.734    1.092    0.705 
 382      9000  3.00  7.0  3.1     4.279    2.021    1.274    0.823 
 382      9000  3.00  8.0  3.1     4.877    2.307    1.455    0.940 
 382      9000  3.00  9.0  3.1     5.471    2.593    1.636    1.057 
 382      9000  3.00 10.0  3.1     6.062    2.878    1.817    1.174 
 383      9000  3.50  1.0  3.1     0.622    0.290    0.182    0.117 
 383      9000  3.50  2.0  3.1     1.240    0.580    0.365    0.235 
 383      9000  3.50  3.0  3.1     1.855    0.869    0.547    0.353 
 383      9000  3.50  4.0  3.1     2.467    1.158    0.729    0.470 
 383      9000  3.50  5.0  3.1     3.075    1.446    0.911    0.588 
 383      9000  3.50  6.0  3.1     3.680    1.733    1.092    0.705 
 383      9000  3.50  7.0  3.1     4.281    2.020    1.274    0.823 
 383      9000  3.50  8.0  3.1     4.879    2.306    1.455    0.940 
 383      9000  3.50  9.0  3.1     5.474    2.592    1.636    1.057 
 383      9000  3.50 10.0  3.1     6.065    2.877    1.817    1.174 
 384      9000  4.00  1.0  3.1     0.622    0.291    0.183    0.117 
 384      9000  4.00  2.0  3.1     1.240    0.580    0.365    0.235 
 384      9000  4.00  3.0  3.1     1.855    0.869    0.547    0.352 
 384      9000  4.00  4.0  3.1     2.467    1.158    0.729    0.470 
 384      9000  4.00  5.0  3.1     3.075    1.446    0.911    0.588 
 384      9000  4.00  6.0  3.1     3.680    1.733    1.093    0.705 
 384      9000  4.00  7.0  3.1     4.282    2.020    1.274    0.822 
 384      9000  4.00  8.0  3.1     4.880    2.307    1.456    0.940 
 384      9000  4.00  9.0  3.1     5.475    2.592    1.637    1.057 
 384      9000  4.00 10.0  3.1     6.066    2.877    1.818    1.174 
 385      9000  4.50  1.0  3.1     0.622    0.291    0.183    0.117 
 385      9000  4.50  2.0  3.1     1.240    0.580    0.365    0.235 
 385      9000  4.50  3.0  3.1     1.856    0.870    0.547    0.353 
 385      9000  4.50  4.0  3.1     2.467    1.158    0.729    0.470 
 385      9000  4.50  5.0  3.1     3.076    1.446    0.911    0.588 
 385      9000  4.50  6.0  3.1     3.681    1.733    1.093    0.705 
 385      9000  4.50  7.0  3.1     4.283    2.020    1.275    0.822 
 385      9000  4.50  8.0  3.1     4.881    2.307    1.456    0.940 
 385      9000  4.50  9.0  3.1     5.476    2.592    1.637    1.057 
 385      9000  4.50 10.0  3.1     6.067    2.877    1.818    1.174 
 386      9000  5.00  1.0  3.1     0.621    0.290    0.182    0.118 
 386      9000  5.00  2.0  3.1     1.240    0.580    0.365    0.235 
 386      9000  5.00  3.0  3.1     1.855    0.869    0.547    0.353 
 386      9000  5.00  4.0  3.1     2.467    1.157    0.729    0.470 
 386      9000  5.00  5.0  3.1     3.075    1.445    0.911    0.588 
 386      9000  5.00  6.0  3.1     3.680    1.733    1.093    0.705 
 386      9000  5.00  7.0  3.1     4.282    2.019    1.275    0.823 
 386      9000  5.00  8.0  3.1     4.880    2.306    1.456    0.940 
 386      9000  5.00  9.0  3.1     5.475    2.591    1.638    1.057 
 386      9000  5.00 10.0  3.1     6.067    2.876    1.819    1.175 
 387      9250  2.00  1.0  3.1     0.621    0.291    0.182    0.118 
 387      9250  2.00  2.0  3.1     1.239    0.581    0.364    0.235 
 387      9250  2.00  3.0  3.1     1.853    0.870    0.547    0.353 
 387      9250  2.00  4.0  3.1     2.464    1.158    0.729    0.471 
 387      9250  2.00  5.0  3.1     3.071    1.446    0.911    0.588 
 387      9250  2.00  6.0  3.1     3.675    1.734    1.092    0.706 
 387      9250  2.00  7.0  3.1     4.275    2.021    1.274    0.823 
 387      9250  2.00  8.0  3.1     4.872    2.307    1.455    0.940 
 387      9250  2.00  9.0  3.1     5.465    2.593    1.636    1.057 
 387      9250  2.00 10.0  3.1     6.056    2.878    1.817    1.175 
 388      9250  2.50  1.0  3.1     0.621    0.291    0.182    0.117 
 388      9250  2.50  2.0  3.1     1.239    0.581    0.365    0.235 
 388      9250  2.50  3.0  3.1     1.853    0.870    0.547    0.353 
 388      9250  2.50  4.0  3.1     2.464    1.158    0.729    0.470 
 388      9250  2.50  5.0  3.1     3.072    1.446    0.911    0.588 
 388      9250  2.50  6.0  3.1     3.676    1.734    1.092    0.705 
 388      9250  2.50  7.0  3.1     4.277    2.021    1.274    0.823 
 388      9250  2.50  8.0  3.1     4.874    2.307    1.455    0.940 
 388      9250  2.50  9.0  3.1     5.468    2.593    1.636    1.057 
 388      9250  2.50 10.0  3.1     6.058    2.878    1.817    1.174 
 389      9250  3.00  1.0  3.1     0.622    0.290    0.182    0.117 
 389      9250  3.00  2.0  3.1     1.240    0.580    0.365    0.235 
 389      9250  3.00  3.0  3.1     1.855    0.869    0.547    0.353 
 389      9250  3.00  4.0  3.1     2.466    1.158    0.729    0.470 
 389      9250  3.00  5.0  3.1     3.074    1.446    0.911    0.588 
 389      9250  3.00  6.0  3.1     3.678    1.733    1.092    0.705 
 389      9250  3.00  7.0  3.1     4.280    2.020    1.274    0.823 
 389      9250  3.00  8.0  3.1     4.877    2.307    1.455    0.940 
 389      9250  3.00  9.0  3.1     5.471    2.592    1.636    1.057 
 389      9250  3.00 10.0  3.1     6.062    2.878    1.817    1.174 
 390      9250  3.50  1.0  3.1     0.622    0.291    0.183    0.118 
 390      9250  3.50  2.0  3.1     1.240    0.581    0.365    0.235 
 390      9250  3.50  3.0  3.1     1.856    0.870    0.548    0.353 
 390      9250  3.50  4.0  3.1     2.467    1.158    0.730    0.470 
 390      9250  3.50  5.0  3.1     3.075    1.446    0.911    0.588 
 390      9250  3.50  6.0  3.1     3.680    1.734    1.093    0.705 
 390      9250  3.50  7.0  3.1     4.282    2.021    1.275    0.823 
 390      9250  3.50  8.0  3.1     4.880    2.307    1.456    0.940 
 390      9250  3.50  9.0  3.1     5.474    2.593    1.637    1.057 
 390      9250  3.50 10.0  3.1     6.066    2.878    1.818    1.174 
 391      9250  4.00  1.0  3.1     0.622    0.290    0.182    0.118 
 391      9250  4.00  2.0  3.1     1.241    0.580    0.365    0.235 
 391      9250  4.00  3.0  3.1     1.856    0.869    0.547    0.353 
 391      9250  4.00  4.0  3.1     2.468    1.158    0.729    0.471 
 391      9250  4.00  5.0  3.1     3.076    1.446    0.911    0.588 
 391      9250  4.00  6.0  3.1     3.681    1.734    1.093    0.706 
 391      9250  4.00  7.0  3.1     4.283    2.020    1.274    0.823 
 391      9250  4.00  8.0  3.1     4.881    2.307    1.456    0.940 
 391      9250  4.00  9.0  3.1     5.476    2.592    1.637    1.058 
 391      9250  4.00 10.0  3.1     6.068    2.878    1.818    1.175 
 392      9250  4.50  1.0  3.1     0.622    0.290    0.182    0.118 
 392      9250  4.50  2.0  3.1     1.241    0.580    0.365    0.236 
 392      9250  4.50  3.0  3.1     1.856    0.869    0.547    0.353 
 392      9250  4.50  4.0  3.1     2.468    1.158    0.729    0.471 
 392      9250  4.50  5.0  3.1     3.077    1.446    0.911    0.588 
 392      9250  4.50  6.0  3.1     3.682    1.733    1.093    0.706 
 392      9250  4.50  7.0  3.1     4.284    2.020    1.274    0.823 
 392      9250  4.50  8.0  3.1     4.882    2.306    1.456    0.940 
 392      9250  4.50  9.0  3.1     5.477    2.592    1.637    1.058 
 392      9250  4.50 10.0  3.1     6.069    2.877    1.818    1.175 
 393      9250  5.00  1.0  3.1     0.622    0.291    0.183    0.117 
 393      9250  5.00  2.0  3.1     1.240    0.580    0.366    0.235 
 393      9250  5.00  3.0  3.1     1.856    0.870    0.548    0.353 
 393      9250  5.00  4.0  3.1     2.468    1.158    0.730    0.470 
 393      9250  5.00  5.0  3.1     3.076    1.446    0.912    0.588 
 393      9250  5.00  6.0  3.1     3.681    1.734    1.094    0.705 
 393      9250  5.00  7.0  3.1     4.283    2.020    1.276    0.823 
 393      9250  5.00  8.0  3.1     4.881    2.307    1.457    0.940 
 393      9250  5.00  9.0  3.1     5.477    2.592    1.638    1.057 
 393      9250  5.00 10.0  3.1     6.068    2.878    1.820    1.174 
 394      9500  2.00  1.0  3.1     0.621    0.290    0.183    0.118 
 394      9500  2.00  2.0  3.1     1.238    0.580    0.365    0.235 
 394      9500  2.00  3.0  3.1     1.853    0.869    0.548    0.353 
 394      9500  2.00  4.0  3.1     2.464    1.158    0.730    0.471 
 394      9500  2.00  5.0  3.1     3.071    1.446    0.911    0.588 
 394      9500  2.00  6.0  3.1     3.675    1.733    1.093    0.705 
 394      9500  2.00  7.0  3.1     4.275    2.020    1.275    0.823 
 394      9500  2.00  8.0  3.1     4.872    2.307    1.456    0.940 
 394      9500  2.00  9.0  3.1     5.466    2.592    1.637    1.057 
 394      9500  2.00 10.0  3.1     6.056    2.878    1.818    1.175 
 395      9500  2.50  1.0  3.1     0.621    0.291    0.182    0.118 
 395      9500  2.50  2.0  3.1     1.239    0.581    0.365    0.236 
 395      9500  2.50  3.0  3.1     1.853    0.870    0.547    0.353 
 395      9500  2.50  4.0  3.1     2.465    1.159    0.729    0.471 
 395      9500  2.50  5.0  3.1     3.072    1.447    0.911    0.588 
 395      9500  2.50  6.0  3.1     3.676    1.734    1.092    0.706 
 395      9500  2.50  7.0  3.1     4.277    2.021    1.274    0.823 
 395      9500  2.50  8.0  3.1     4.874    2.308    1.455    0.941 
 395      9500  2.50  9.0  3.1     5.468    2.593    1.636    1.058 
 395      9500  2.50 10.0  3.1     6.059    2.879    1.817    1.175 
 396      9500  3.00  1.0  3.1     0.622    0.290    0.183    0.117 
 396      9500  3.00  2.0  3.1     1.240    0.580    0.365    0.235 
 396      9500  3.00  3.0  3.1     1.855    0.870    0.547    0.353 
 396      9500  3.00  4.0  3.1     2.466    1.158    0.729    0.470 
 396      9500  3.00  5.0  3.1     3.074    1.446    0.911    0.588 
 396      9500  3.00  6.0  3.1     3.679    1.734    1.093    0.705 
 396      9500  3.00  7.0  3.1     4.280    2.021    1.274    0.822 
 396      9500  3.00  8.0  3.1     4.878    2.307    1.456    0.940 
 396      9500  3.00  9.0  3.1     5.472    2.593    1.637    1.057 
 396      9500  3.00 10.0  3.1     6.063    2.878    1.818    1.174 
 397      9500  3.50  1.0  3.1     0.622    0.291    0.182    0.118 
 397      9500  3.50  2.0  3.1     1.240    0.581    0.365    0.236 
 397      9500  3.50  3.0  3.1     1.855    0.870    0.547    0.353 
 397      9500  3.50  4.0  3.1     2.467    1.158    0.729    0.471 
 397      9500  3.50  5.0  3.1     3.075    1.447    0.911    0.588 
 397      9500  3.50  6.0  3.1     3.680    1.734    1.092    0.706 
 397      9500  3.50  7.0  3.1     4.282    2.021    1.274    0.823 
 397      9500  3.50  8.0  3.1     4.880    2.307    1.455    0.941 
 397      9500  3.50  9.0  3.1     5.475    2.593    1.636    1.058 
 397      9500  3.50 10.0  3.1     6.066    2.878    1.817    1.175 
 398      9500  4.00  1.0  3.1     0.622    0.290    0.182    0.117 
 398      9500  4.00  2.0  3.1     1.241    0.580    0.365    0.235 
 398      9500  4.00  3.0  3.1     1.856    0.869    0.547    0.353 
 398      9500  4.00  4.0  3.1     2.468    1.158    0.729    0.470 
 398      9500  4.00  5.0  3.1     3.077    1.446    0.911    0.588 
 398      9500  4.00  6.0  3.1     3.682    1.734    1.093    0.705 
 398      9500  4.00  7.0  3.1     4.284    2.021    1.274    0.822 
 398      9500  4.00  8.0  3.1     4.882    2.307    1.455    0.940 
 398      9500  4.00  9.0  3.1     5.477    2.593    1.637    1.057 
 398      9500  4.00 10.0  3.1     6.069    2.878    1.818    1.174 
 399      9500  4.50  1.0  3.1     0.623    0.290    0.183    0.118 
 399      9500  4.50  2.0  3.1     1.241    0.580    0.365    0.236 
 399      9500  4.50  3.0  3.1     1.857    0.869    0.548    0.353 
 399      9500  4.50  4.0  3.1     2.469    1.158    0.730    0.471 
 399      9500  4.50  5.0  3.1     3.077    1.446    0.912    0.588 
 399      9500  4.50  6.0  3.1     3.683    1.734    1.094    0.706 
 399      9500  4.50  7.0  3.1     4.285    2.020    1.275    0.823 
 399      9500  4.50  8.0  3.1     4.883    2.307    1.456    0.940 
 399      9500  4.50  9.0  3.1     5.478    2.593    1.638    1.058 
 399      9500  4.50 10.0  3.1     6.070    2.878    1.819    1.175 
 400      9500  5.00  1.0  3.1     0.622    0.290    0.182    0.117 
 400      9500  5.00  2.0  3.1     1.241    0.580    0.365    0.235 
 400      9500  5.00  3.0  3.1     1.857    0.869    0.547    0.353 
 400      9500  5.00  4.0  3.1     2.469    1.158    0.730    0.470 
 400      9500  5.00  5.0  3.1     3.077    1.446    0.912    0.588 
 400      9500  5.00  6.0  3.1     3.683    1.734    1.093    0.705 
 400      9500  5.00  7.0  3.1     4.285    2.020    1.275    0.822 
 400      9500  5.00  8.0  3.1     4.883    2.307    1.456    0.940 
 400      9500  5.00  9.0  3.1     5.478    2.593    1.638    1.057 
 400      9500  5.00 10.0  3.1     6.070    2.878    1.819    1.174 
 401      9750  2.00  1.0  3.1     0.621    0.291    0.183    0.118 
 401      9750  2.00  2.0  3.1     1.239    0.581    0.365    0.236 
 401      9750  2.00  3.0  3.1     1.853    0.870    0.547    0.353 
 401      9750  2.00  4.0  3.1     2.464    1.159    0.729    0.471 
 401      9750  2.00  5.0  3.1     3.072    1.447    0.911    0.588 
 401      9750  2.00  6.0  3.1     3.676    1.734    1.093    0.706 
 401      9750  2.00  7.0  3.1     4.276    2.021    1.275    0.823 
 401      9750  2.00  8.0  3.1     4.873    2.307    1.456    0.941 
 401      9750  2.00  9.0  3.1     5.467    2.593    1.637    1.058 
 401      9750  2.00 10.0  3.1     6.058    2.878    1.818    1.175 
 402      9750  2.50  1.0  3.1     0.622    0.291    0.183    0.118 
 402      9750  2.50  2.0  3.1     1.240    0.581    0.365    0.235 
 402      9750  2.50  3.0  3.1     1.854    0.870    0.547    0.353 
 402      9750  2.50  4.0  3.1     2.466    1.159    0.729    0.471 
 402      9750  2.50  5.0  3.1     3.073    1.447    0.911    0.588 
 402      9750  2.50  6.0  3.1     3.678    1.734    1.093    0.706 
 402      9750  2.50  7.0  3.1     4.278    2.021    1.274    0.823 
 402      9750  2.50  8.0  3.1     4.876    2.308    1.456    0.940 
 402      9750  2.50  9.0  3.1     5.470    2.594    1.637    1.058 
 402      9750  2.50 10.0  3.1     6.061    2.879    1.818    1.175 
 403      9750  3.00  1.0  3.1     0.621    0.291    0.182    0.117 
 403      9750  3.00  2.0  3.1     1.240    0.580    0.365    0.235 
 403      9750  3.00  3.0  3.1     1.854    0.870    0.547    0.353 
 403      9750  3.00  4.0  3.1     2.466    1.158    0.729    0.470 
 403      9750  3.00  5.0  3.1     3.074    1.446    0.911    0.588 
 403      9750  3.00  6.0  3.1     3.679    1.734    1.092    0.705 
 403      9750  3.00  7.0  3.1     4.280    2.021    1.274    0.823 
 403      9750  3.00  8.0  3.1     4.878    2.307    1.455    0.940 
 403      9750  3.00  9.0  3.1     5.472    2.593    1.636    1.057 
 403      9750  3.00 10.0  3.1     6.063    2.878    1.817    1.174 
 404      9750  3.50  1.0  3.1     0.622    0.291    0.183    0.118 
 404      9750  3.50  2.0  3.1     1.241    0.580    0.365    0.236 
 404      9750  3.50  3.0  3.1     1.856    0.870    0.547    0.353 
 404      9750  3.50  4.0  3.1     2.468    1.158    0.729    0.471 
 404      9750  3.50  5.0  3.1     3.076    1.447    0.911    0.588 
 404      9750  3.50  6.0  3.1     3.681    1.734    1.093    0.706 
 404      9750  3.50  7.0  3.1     4.282    2.021    1.274    0.823 
 404      9750  3.50  8.0  3.1     4.881    2.307    1.456    0.940 
 404      9750  3.50  9.0  3.1     5.475    2.593    1.637    1.058 
 404      9750  3.50 10.0  3.1     6.067    2.878    1.818    1.175 
 405      9750  4.00  1.0  3.1     0.622    0.291    0.182    0.117 
 405      9750  4.00  2.0  3.1     1.241    0.580    0.365    0.235 
 405      9750  4.00  3.0  3.1     1.856    0.870    0.547    0.353 
 405      9750  4.00  4.0  3.1     2.468    1.158    0.729    0.470 
 405      9750  4.00  5.0  3.1     3.077    1.447    0.911    0.588 
 405      9750  4.00  6.0  3.1     3.682    1.734    1.093    0.705 
 405      9750  4.00  7.0  3.1     4.284    2.021    1.274    0.823 
 405      9750  4.00  8.0  3.1     4.882    2.307    1.456    0.940 
 405      9750  4.00  9.0  3.1     5.477    2.593    1.637    1.057 
 405      9750  4.00 10.0  3.1     6.069    2.878    1.818    1.174 
 406      9750  4.50  1.0  3.1     0.622    0.290    0.183    0.118 
 406      9750  4.50  2.0  3.1     1.241    0.580    0.366    0.235 
 406      9750  4.50  3.0  3.1     1.856    0.869    0.548    0.353 
 406      9750  4.50  4.0  3.1     2.468    1.158    0.730    0.471 
 406      9750  4.50  5.0  3.1     3.077    1.446    0.912    0.588 
 406      9750  4.50  6.0  3.1     3.683    1.734    1.094    0.706 
 406      9750  4.50  7.0  3.1     4.284    2.021    1.275    0.823 
 406      9750  4.50  8.0  3.1     4.883    2.307    1.457    0.940 
 406      9750  4.50  9.0  3.1     5.478    2.593    1.638    1.058 
 406      9750  4.50 10.0  3.1     6.070    2.878    1.819    1.175 
 407      9750  5.00  1.0  3.1     0.622    0.290    0.183    0.118 
 407      9750  5.00  2.0  3.1     1.241    0.580    0.365    0.235 
 407      9750  5.00  3.0  3.1     1.856    0.870    0.547    0.353 
 407      9750  5.00  4.0  3.1     2.469    1.158    0.730    0.470 
 407      9750  5.00  5.0  3.1     3.077    1.446    0.912    0.588 
 407      9750  5.00  6.0  3.1     3.683    1.734    1.093    0.705 
 407      9750  5.00  7.0  3.1     4.285    2.021    1.275    0.823 
 407      9750  5.00  8.0  3.1     4.883    2.307    1.457    0.940 
 407      9750  5.00  9.0  3.1     5.479    2.593    1.638    1.057 
 407      9750  5.00 10.0  3.1     6.071    2.878    1.819    1.175 
 408     10000  2.00  1.0  3.1     0.622    0.291    0.183    0.118 
 408     10000  2.00  2.0  3.1     1.240    0.581    0.365    0.236 
 408     10000  2.00  3.0  3.1     1.854    0.870    0.547    0.353 
 408     10000  2.00  4.0  3.1     2.465    1.159    0.729    0.471 
 408     10000  2.00  5.0  3.1     3.073    1.447    0.911    0.588 
 408     10000  2.00  6.0  3.1     3.677    1.734    1.093    0.706 
 408     10000  2.00  7.0  3.1     4.278    2.021    1.275    0.823 
 408     10000  2.00  8.0  3.1     4.875    2.307    1.456    0.941 
 408     10000  2.00  9.0  3.1     5.469    2.593    1.637    1.058 
 408     10000  2.00 10.0  3.1     6.060    2.878    1.818    1.175 
 409     10000  2.50  1.0  3.1     0.622    0.290    0.183    0.118 
 409     10000  2.50  2.0  3.1     1.240    0.580    0.365    0.235 
 409     10000  2.50  3.0  3.1     1.855    0.869    0.547    0.353 
 409     10000  2.50  4.0  3.1     2.466    1.158    0.729    0.471 
 409     10000  2.50  5.0  3.1     3.074    1.446    0.911    0.588 
 409     10000  2.50  6.0  3.1     3.678    1.734    1.093    0.706 
 409     10000  2.50  7.0  3.1     4.279    2.020    1.274    0.823 
 409     10000  2.50  8.0  3.1     4.877    2.307    1.456    0.940 
 409     10000  2.50  9.0  3.1     5.471    2.593    1.637    1.058 
 409     10000  2.50 10.0  3.1     6.061    2.878    1.818    1.175 
 410     10000  3.00  1.0  3.1     0.622    0.290    0.183    0.118 
 410     10000  3.00  2.0  3.1     1.241    0.580    0.365    0.235 
 410     10000  3.00  3.0  3.1     1.856    0.869    0.548    0.353 
 410     10000  3.00  4.0  3.1     2.467    1.158    0.730    0.470 
 410     10000  3.00  5.0  3.1     3.075    1.446    0.911    0.588 
 410     10000  3.00  6.0  3.1     3.680    1.734    1.093    0.705 
 410     10000  3.00  7.0  3.1     4.281    2.021    1.275    0.823 
 410     10000  3.00  8.0  3.1     4.879    2.307    1.456    0.940 
 410     10000  3.00  9.0  3.1     5.474    2.593    1.637    1.057 
 410     10000  3.00 10.0  3.1     6.065    2.878    1.818    1.174 
 411     10000  3.50  1.0  3.1     0.622    0.290    0.182    0.118 
 411     10000  3.50  2.0  3.1     1.240    0.580    0.365    0.236 
 411     10000  3.50  3.0  3.1     1.856    0.869    0.547    0.353 
 411     10000  3.50  4.0  3.1     2.467    1.158    0.729    0.471 
