# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          I        J        H       Ks
  40      1100  6.00  2.0  3.1     1.113    0.546    0.352    0.231 
  40      1100  6.00  3.0  3.1     1.666    0.819    0.527    0.346 
  40      1100  6.00  4.0  3.1     2.217    1.091    0.702    0.461 
  40      1100  6.00  5.0  3.1     2.765    1.362    0.878    0.576 
  40      1100  6.00  6.0  3.1     3.312    1.634    1.053    0.691 
  40      1100  6.00  7.0  3.1     3.857    1.905    1.227    0.806 
  40      1100  6.00  8.0  3.1     4.400    2.175    1.402    0.921 
  40      1100  6.00  9.0  3.1     4.941    2.446    1.577    1.036 
  40      1100  6.00 10.0  3.1     5.481    2.716    1.751    1.151 
  41      1200  3.50  1.0  3.1     0.569    0.277    0.177    0.116 
  41      1200  3.50  2.0  3.1     1.136    0.553    0.354    0.231 
  41      1200  3.50  3.0  3.1     1.700    0.828    0.531    0.347 
  41      1200  3.50  4.0  3.1     2.262    1.103    0.708    0.462 
  41      1200  3.50  5.0  3.1     2.821    1.378    0.884    0.578 
  41      1200  3.50  6.0  3.1     3.378    1.652    1.061    0.693 
  41      1200  3.50  7.0  3.1     3.932    1.926    1.237    0.808 
  41      1200  3.50  8.0  3.1     4.485    2.200    1.413    0.923 
  41      1200  3.50  9.0  3.1     5.035    2.473    1.589    1.038 
  41      1200  3.50 10.0  3.1     5.583    2.746    1.765    1.154 
  42      1200  4.00  1.0  3.1     0.569    0.277    0.177    0.116 
  42      1200  4.00  2.0  3.1     1.136    0.553    0.354    0.231 
  42      1200  4.00  3.0  3.1     1.700    0.828    0.531    0.347 
  42      1200  4.00  4.0  3.1     2.262    1.103    0.708    0.462 
  42      1200  4.00  5.0  3.1     2.821    1.378    0.884    0.578 
  42      1200  4.00  6.0  3.1     3.378    1.652    1.061    0.693 
  42      1200  4.00  7.0  3.1     3.932    1.926    1.237    0.808 
  42      1200  4.00  8.0  3.1     4.485    2.200    1.413    0.923 
  42      1200  4.00  9.0  3.1     5.035    2.473    1.589    1.038 
  42      1200  4.00 10.0  3.1     5.583    2.746    1.765    1.154 
  43      1200  4.50  1.0  3.1     0.569    0.277    0.177    0.116 
  43      1200  4.50  2.0  3.1     1.136    0.553    0.354    0.231 
  43      1200  4.50  3.0  3.1     1.700    0.828    0.531    0.347 
  43      1200  4.50  4.0  3.1     2.262    1.103    0.708    0.462 
  43      1200  4.50  5.0  3.1     2.821    1.378    0.884    0.578 
  43      1200  4.50  6.0  3.1     3.378    1.652    1.061    0.693 
  43      1200  4.50  7.0  3.1     3.932    1.926    1.237    0.808 
  43      1200  4.50  8.0  3.1     4.485    2.200    1.413    0.923 
  43      1200  4.50  9.0  3.1     5.035    2.473    1.589    1.038 
  43      1200  4.50 10.0  3.1     5.583    2.746    1.765    1.154 
  44      1200  5.00  1.0  3.1     0.569    0.276    0.178    0.115 
  44      1200  5.00  2.0  3.1     1.135    0.552    0.355    0.231 
  44      1200  5.00  3.0  3.1     1.699    0.827    0.532    0.347 
  44      1200  5.00  4.0  3.1     2.260    1.103    0.708    0.462 
  44      1200  5.00  5.0  3.1     2.819    1.377    0.885    0.578 
  44      1200  5.00  6.0  3.1     3.376    1.652    1.061    0.693 
  44      1200  5.00  7.0  3.1     3.930    1.925    1.238    0.809 
  44      1200  5.00  8.0  3.1     4.483    2.199    1.414    0.924 
  44      1200  5.00  9.0  3.1     5.033    2.472    1.590    1.039 
  44      1200  5.00 10.0  3.1     5.581    2.745    1.765    1.155 
  45      1200  6.00  1.0  3.1     0.571    0.278    0.178    0.117 
  45      1200  6.00  2.0  3.1     1.140    0.554    0.355    0.233 
  45      1200  6.00  3.0  3.1     1.705    0.830    0.533    0.350 
  45      1200  6.00  4.0  3.1     2.269    1.106    0.710    0.466 
  45      1200  6.00  5.0  3.1     2.829    1.382    0.887    0.582 
  45      1200  6.00  6.0  3.1     3.388    1.657    1.064    0.698 
  45      1200  6.00  7.0  3.1     3.944    1.931    1.241    0.815 
  45      1200  6.00  8.0  3.1     4.498    2.206    1.418    0.931 
  45      1200  6.00  9.0  3.1     5.049    2.479    1.595    1.047 
  45      1200  6.00 10.0  3.1     5.599    2.753    1.771    1.163 
  46      1300  3.50  1.0  3.1     0.575    0.278    0.178    0.116 
  46      1300  3.50  2.0  3.1     1.146    0.555    0.355    0.231 
  46      1300  3.50  3.0  3.1     1.715    0.832    0.533    0.347 
  46      1300  3.50  4.0  3.1     2.281    1.109    0.710    0.463 
  46      1300  3.50  5.0  3.1     2.845    1.385    0.887    0.578 
  46      1300  3.50  6.0  3.1     3.406    1.660    1.064    0.693 
  46      1300  3.50  7.0  3.1     3.965    1.936    1.241    0.809 
  46      1300  3.50  8.0  3.1     4.521    2.210    1.418    0.924 
  46      1300  3.50  9.0  3.1     5.076    2.485    1.594    1.039 
  46      1300  3.50 10.0  3.1     5.628    2.759    1.770    1.155 
  47      1300  4.00  1.0  3.1     0.574    0.278    0.177    0.116 
  47      1300  4.00  2.0  3.1     1.146    0.555    0.355    0.232 
  47      1300  4.00  3.0  3.1     1.714    0.832    0.532    0.347 
  47      1300  4.00  4.0  3.1     2.281    1.108    0.710    0.463 
  47      1300  4.00  5.0  3.1     2.844    1.384    0.887    0.578 
  47      1300  4.00  6.0  3.1     3.405    1.660    1.064    0.694 
  47      1300  4.00  7.0  3.1     3.964    1.935    1.241    0.809 
  47      1300  4.00  8.0  3.1     4.520    2.210    1.417    0.925 
  47      1300  4.00  9.0  3.1     5.075    2.484    1.594    1.040 
  47      1300  4.00 10.0  3.1     5.627    2.758    1.770    1.155 
  48      1300  4.50  1.0  3.1     0.574    0.277    0.178    0.116 
  48      1300  4.50  2.0  3.1     1.145    0.554    0.355    0.232 
  48      1300  4.50  3.0  3.1     1.712    0.831    0.533    0.347 
  48      1300  4.50  4.0  3.1     2.278    1.107    0.710    0.463 
  48      1300  4.50  5.0  3.1     2.841    1.383    0.887    0.578 
  48      1300  4.50  6.0  3.1     3.401    1.658    1.063    0.694 
  48      1300  4.50  7.0  3.1     3.959    1.933    1.240    0.809 
  48      1300  4.50  8.0  3.1     4.514    2.208    1.417    0.924 
  48      1300  4.50  9.0  3.1     5.068    2.482    1.593    1.040 
  48      1300  4.50 10.0  3.1     5.619    2.756    1.769    1.155 
  49      1300  5.00  1.0  3.1     0.574    0.277    0.178    0.115 
  49      1300  5.00  2.0  3.1     1.144    0.555    0.356    0.231 
  49      1300  5.00  3.0  3.1     1.712    0.831    0.533    0.347 
  49      1300  5.00  4.0  3.1     2.277    1.107    0.710    0.462 
  49      1300  5.00  5.0  3.1     2.840    1.383    0.887    0.578 
  49      1300  5.00  6.0  3.1     3.400    1.659    1.064    0.693 
  49      1300  5.00  7.0  3.1     3.958    1.933    1.241    0.809 
  49      1300  5.00  8.0  3.1     4.514    2.208    1.417    0.924 
  49      1300  5.00  9.0  3.1     5.067    2.482    1.594    1.040 
  49      1300  5.00 10.0  3.1     5.619    2.756    1.770    1.155 
  50      1300  5.50  1.0  3.1     0.573    0.278    0.178    0.116 
  50      1300  5.50  2.0  3.1     1.144    0.555    0.356    0.231 
  50      1300  5.50  3.0  3.1     1.712    0.832    0.533    0.347 
  50      1300  5.50  4.0  3.1     2.278    1.108    0.711    0.463 
  50      1300  5.50  5.0  3.1     2.841    1.384    0.888    0.579 
  50      1300  5.50  6.0  3.1     3.401    1.659    1.065    0.694 
  50      1300  5.50  7.0  3.1     3.959    1.934    1.241    0.810 
  50      1300  5.50  8.0  3.1     4.515    2.209    1.418    0.926 
  50      1300  5.50  9.0  3.1     5.069    2.483    1.595    1.041 
  50      1300  5.50 10.0  3.1     5.620    2.757    1.771    1.157 
  51      1300  6.00  1.0  3.1     0.569    0.276    0.174    0.116 
  51      1300  6.00  2.0  3.1     1.136    0.552    0.347    0.232 
  51      1300  6.00  3.0  3.1     1.700    0.828    0.521    0.348 
  51      1300  6.00  4.0  3.1     2.262    1.103    0.694    0.464 
  51      1300  6.00  5.0  3.1     2.822    1.378    0.867    0.580 
  51      1300  6.00  6.0  3.1     3.379    1.652    1.041    0.696 
  51      1300  6.00  7.0  3.1     3.933    1.926    1.214    0.812 
  51      1300  6.00  8.0  3.1     4.486    2.200    1.387    0.928 
  51      1300  6.00  9.0  3.1     5.036    2.473    1.559    1.044 
  51      1300  6.00 10.0  3.1     5.585    2.746    1.732    1.159 
  52      1400  3.50  1.0  3.1     0.579    0.279    0.178    0.116 
  52      1400  3.50  2.0  3.1     1.155    0.557    0.356    0.232 
  52      1400  3.50  3.0  3.1     1.728    0.835    0.534    0.347 
  52      1400  3.50  4.0  3.1     2.298    1.113    0.712    0.463 
  52      1400  3.50  5.0  3.1     2.866    1.390    0.889    0.578 
  52      1400  3.50  6.0  3.1     3.431    1.666    1.067    0.694 
  52      1400  3.50  7.0  3.1     3.994    1.943    1.244    0.809 
  52      1400  3.50  8.0  3.1     4.554    2.218    1.421    0.925 
  52      1400  3.50  9.0  3.1     5.111    2.494    1.598    1.040 
  52      1400  3.50 10.0  3.1     5.667    2.769    1.775    1.156 
  53      1400  4.00  1.0  3.1     0.579    0.279    0.178    0.116 
  53      1400  4.00  2.0  3.1     1.155    0.557    0.356    0.231 
  53      1400  4.00  3.0  3.1     1.728    0.835    0.534    0.347 
  53      1400  4.00  4.0  3.1     2.298    1.113    0.712    0.463 
  53      1400  4.00  5.0  3.1     2.866    1.390    0.889    0.578 
  53      1400  4.00  6.0  3.1     3.431    1.667    1.067    0.694 
  53      1400  4.00  7.0  3.1     3.993    1.943    1.244    0.809 
  53      1400  4.00  8.0  3.1     4.553    2.219    1.421    0.925 
  53      1400  4.00  9.0  3.1     5.111    2.494    1.598    1.040 
  53      1400  4.00 10.0  3.1     5.666    2.769    1.775    1.156 
  54      1400  4.50  1.0  3.1     0.578    0.279    0.178    0.115 
  54      1400  4.50  2.0  3.1     1.153    0.557    0.356    0.231 
  54      1400  4.50  3.0  3.1     1.725    0.835    0.534    0.347 
  54      1400  4.50  4.0  3.1     2.295    1.113    0.712    0.463 
  54      1400  4.50  5.0  3.1     2.862    1.390    0.889    0.579 
  54      1400  4.50  6.0  3.1     3.426    1.666    1.067    0.694 
  54      1400  4.50  7.0  3.1     3.988    1.942    1.244    0.810 
  54      1400  4.50  8.0  3.1     4.547    2.218    1.421    0.925 
  54      1400  4.50  9.0  3.1     5.104    2.493    1.598    1.041 
  54      1400  4.50 10.0  3.1     5.659    2.768    1.775    1.156 
  55      1400  5.00  1.0  3.1     0.578    0.279    0.178    0.115 
  55      1400  5.00  2.0  3.1     1.152    0.557    0.356    0.231 
  55      1400  5.00  3.0  3.1     1.724    0.835    0.534    0.347 
  55      1400  5.00  4.0  3.1     2.293    1.112    0.712    0.463 
  55      1400  5.00  5.0  3.1     2.859    1.389    0.889    0.579 
  55      1400  5.00  6.0  3.1     3.423    1.665    1.067    0.694 
  55      1400  5.00  7.0  3.1     3.985    1.941    1.244    0.810 
  55      1400  5.00  8.0  3.1     4.544    2.217    1.421    0.925 
  55      1400  5.00  9.0  3.1     5.100    2.492    1.598    1.041 
  55      1400  5.00 10.0  3.1     5.655    2.767    1.775    1.156 
  56      1400  5.50  1.0  3.1     0.577    0.279    0.178    0.116 
  56      1400  5.50  2.0  3.1     1.152    0.557    0.356    0.232 
  56      1400  5.50  3.0  3.1     1.724    0.835    0.534    0.348 
  56      1400  5.50  4.0  3.1     2.293    1.112    0.712    0.464 
  56      1400  5.50  5.0  3.1     2.859    1.389    0.890    0.580 
  56      1400  5.50  6.0  3.1     3.423    1.666    1.068    0.696 
  56      1400  5.50  7.0  3.1     3.984    1.942    1.245    0.812 
  56      1400  5.50  8.0  3.1     4.543    2.218    1.422    0.927 
  56      1400  5.50  9.0  3.1     5.100    2.493    1.599    1.043 
  56      1400  5.50 10.0  3.1     5.655    2.768    1.776    1.159 
  57      1400  6.00  1.0  3.1     0.577    0.278    0.178    0.116 
  57      1400  6.00  2.0  3.1     1.152    0.557    0.357    0.232 
  57      1400  6.00  3.0  3.1     1.724    0.835    0.535    0.348 
  57      1400  6.00  4.0  3.1     2.293    1.112    0.712    0.464 
  57      1400  6.00  5.0  3.1     2.859    1.389    0.890    0.580 
  57      1400  6.00  6.0  3.1     3.423    1.666    1.067    0.696 
  57      1400  6.00  7.0  3.1     3.985    1.942    1.245    0.812 
  57      1400  6.00  8.0  3.1     4.543    2.218    1.422    0.928 
  57      1400  6.00  9.0  3.1     5.100    2.493    1.599    1.043 
  57      1400  6.00 10.0  3.1     5.655    2.768    1.776    1.159 
  58      1500  3.50  1.0  3.1     0.581    0.279    0.178    0.116 
  58      1500  3.50  2.0  3.1     1.160    0.558    0.357    0.232 
  58      1500  3.50  3.0  3.1     1.735    0.837    0.535    0.348 
  58      1500  3.50  4.0  3.1     2.308    1.115    0.714    0.463 
  58      1500  3.50  5.0  3.1     2.879    1.393    0.892    0.579 
  58      1500  3.50  6.0  3.1     3.446    1.671    1.070    0.694 
  58      1500  3.50  7.0  3.1     4.011    1.947    1.248    0.810 
  58      1500  3.50  8.0  3.1     4.573    2.224    1.425    0.925 
  58      1500  3.50  9.0  3.1     5.133    2.500    1.603    1.041 
  58      1500  3.50 10.0  3.1     5.691    2.776    1.780    1.156 
  59      1500  4.00  1.0  3.1     0.582    0.279    0.179    0.116 
  59      1500  4.00  2.0  3.1     1.161    0.559    0.358    0.232 
  59      1500  4.00  3.0  3.1     1.737    0.837    0.536    0.348 
  59      1500  4.00  4.0  3.1     2.310    1.115    0.715    0.464 
  59      1500  4.00  5.0  3.1     2.881    1.393    0.893    0.579 
  59      1500  4.00  6.0  3.1     3.449    1.671    1.071    0.695 
  59      1500  4.00  7.0  3.1     4.014    1.948    1.249    0.810 
  59      1500  4.00  8.0  3.1     4.577    2.224    1.426    0.926 
  59      1500  4.00  9.0  3.1     5.137    2.500    1.604    1.042 
  59      1500  4.00 10.0  3.1     5.695    2.776    1.782    1.157 
  60      1500  4.50  1.0  3.1     0.581    0.280    0.179    0.116 
  60      1500  4.50  2.0  3.1     1.160    0.559    0.357    0.232 
  60      1500  4.50  3.0  3.1     1.735    0.838    0.536    0.348 
  60      1500  4.50  4.0  3.1     2.308    1.116    0.714    0.463 
  60      1500  4.50  5.0  3.1     2.878    1.393    0.892    0.579 
  60      1500  4.50  6.0  3.1     3.446    1.671    1.070    0.695 
  60      1500  4.50  7.0  3.1     4.011    1.948    1.248    0.811 
  60      1500  4.50  8.0  3.1     4.573    2.224    1.426    0.926 
  60      1500  4.50  9.0  3.1     5.133    2.500    1.603    1.042 
  60      1500  4.50 10.0  3.1     5.690    2.775    1.781    1.157 
  61      1500  5.00  1.0  3.1     0.581    0.279    0.178    0.116 
  61      1500  5.00  2.0  3.1     1.159    0.558    0.357    0.232 
  61      1500  5.00  3.0  3.1     1.735    0.837    0.535    0.348 
  61      1500  5.00  4.0  3.1     2.307    1.115    0.714    0.464 
  61      1500  5.00  5.0  3.1     2.877    1.393    0.892    0.580 
  61      1500  5.00  6.0  3.1     3.444    1.670    1.070    0.696 
  61      1500  5.00  7.0  3.1     4.009    1.947    1.248    0.812 
  61      1500  5.00  8.0  3.1     4.571    2.223    1.425    0.927 
  61      1500  5.00  9.0  3.1     5.131    2.499    1.603    1.043 
  61      1500  5.00 10.0  3.1     5.688    2.774    1.780    1.159 
  62      1500  5.50  1.0  3.1     0.581    0.279    0.179    0.116 
  62      1500  5.50  2.0  3.1     1.159    0.558    0.358    0.232 
  62      1500  5.50  3.0  3.1     1.734    0.837    0.536    0.348 
  62      1500  5.50  4.0  3.1     2.307    1.115    0.714    0.464 
  62      1500  5.50  5.0  3.1     2.876    1.393    0.892    0.580 
  62      1500  5.50  6.0  3.1     3.443    1.670    1.070    0.696 
  62      1500  5.50  7.0  3.1     4.007    1.947    1.248    0.812 
  62      1500  5.50  8.0  3.1     4.569    2.223    1.426    0.928 
  62      1500  5.50  9.0  3.1     5.128    2.499    1.603    1.044 
  62      1500  5.50 10.0  3.1     5.685    2.775    1.780    1.159 
  63      1500  6.00  1.0  3.1     0.581    0.279    0.179    0.116 
  63      1500  6.00  2.0  3.1     1.159    0.558    0.357    0.232 
  63      1500  6.00  3.0  3.1     1.734    0.837    0.536    0.348 
  63      1500  6.00  4.0  3.1     2.306    1.116    0.714    0.464 
  63      1500  6.00  5.0  3.1     2.875    1.393    0.892    0.580 
  63      1500  6.00  6.0  3.1     3.441    1.671    1.070    0.696 
  63      1500  6.00  7.0  3.1     4.005    1.948    1.248    0.812 
  63      1500  6.00  8.0  3.1     4.567    2.224    1.425    0.928 
  63      1500  6.00  9.0  3.1     5.126    2.500    1.603    1.044 
  63      1500  6.00 10.0  3.1     5.683    2.776    1.780    1.160 
  64      1600  3.50  1.0  3.1     0.581    0.281    0.179    0.116 
  64      1600  3.50  2.0  3.1     1.160    0.561    0.358    0.232 
  64      1600  3.50  3.0  3.1     1.736    0.841    0.537    0.347 
  64      1600  3.50  4.0  3.1     2.310    1.120    0.716    0.463 
  64      1600  3.50  5.0  3.1     2.881    1.399    0.895    0.578 
  64      1600  3.50  6.0  3.1     3.449    1.678    1.073    0.694 
  64      1600  3.50  7.0  3.1     4.015    1.956    1.252    0.810 
  64      1600  3.50  8.0  3.1     4.579    2.234    1.430    0.925 
  64      1600  3.50  9.0  3.1     5.141    2.511    1.608    1.040 
  64      1600  3.50 10.0  3.1     5.700    2.788    1.786    1.156 
  65      1600  4.00  1.0  3.1     0.582    0.280    0.179    0.116 
  65      1600  4.00  2.0  3.1     1.162    0.561    0.359    0.231 
  65      1600  4.00  3.0  3.1     1.738    0.841    0.538    0.347 
